VOTER_ID,OPP_SEX,AGE,HH_ND,HH_NR,HH_NI,MED_AGE,NH_WHITE,NH_AA,NH_ASIAN,NH_MULT,HISP,COMM_LT10,COMM_609P,MED_HH_INC,COMM_CAR,COMM_CP,COMM_PT,COMM_WALK,KIDS,M_MAR,F_MAR,ED_4COL,GENDER_F,GENDER_M,H_AFDLN3P,H_F1,H_M1,H_MFDLN3P,PARTY_D,PARTY_I,PARTY_R,VPP_08,VPP_12,VPR_08,VPR_10,VPR_12,VG_04,VG_06,VG_08,VG_10,VG_12,PP_PELIG,PR_PELIG,AP_PELIG,G_PELIG,E_PELIG,NL5G,NL3PR,NL5AP,NL2PP,REG_DAYS,UPSCALEBUY,UPSCALEMAL,UPSCALEFEM,BOOKBUYERI,FAMILYMAGA,FEMALEORIE,RELIGIOUSM,GARDENINGM,CULINARYIN,HEALTHFITN,DOITYOURSE,FINANCIALM,RELIGIOUSC,POLITICALC,MEDIANEDUC,MESSAGE_A,MOVED_AD,Partition
606900,0,57,1,0,2,34,63,29,4,0,3,7,15,92170,88,6,3,0,25,58,60,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,40,20,2,0,0,0,8034,0,0,1,2,1,0,0,0,0,1,0,0,1,1,12,1,Y,T
373444,0,52,1,1,1,39,74,23,0,0,2,10,5,41477,85,6,1,3,17,58,43,10,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,10,1,0,0,0,4892,0,0,0,2,0,0,0,0,0,2,0,0,0,0,12,1,N,T
621351,0,64,0,0,4,53,97,2,0,0,1,16,0,94196,90,8,0,0,14,45,42,31,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,100,50,5,0,0,0,7979,0,0,1,2,1,0,0,0,0,1,0,0,1,1,12,1,Y,V
564637,0,44,1,0,1,55,72,21,1,1,5,5,7,41591,83,7,10,0,9,43,38,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6958,0,0,0,1,1,0,0,0,0,1,0,0,1,1,12,1,N,T
527122,0,65,2,0,1,53,97,2,0,0,1,16,0,94196,90,8,0,0,14,45,42,31,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,50,67,60,100,80,5,2,3,1,8042,0,0,1,2,1,0,0,0,0,1,0,0,1,1,12,1,Y,T
286856,0,18,2,0,0,36,68,22,5,1,3,1,10,80652,84,15,1,0,27,64,49,14,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12,1,N,T
467450,0,23,0,1,0,38,85,4,4,8,0,16,5,84333,84,8,4,1,11,52,50,44,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445,0,0,1,2,1,0,0,0,0,1,0,1,1,1,15,1,N,T
51069,0,73,1,1,0,56,98,0,0,2,1,15,10,64750,96,0,0,0,4,59,74,26,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,100,67,80,100,90,5,2,4,2,3639,0,0,2,2,1,0,0,0,0,4,1,0,0,1,12,1,N,V
247503,0,43,1,0,0,32,64,30,4,0,2,4,8,81506,87,6,4,0,20,54,46,33,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1,50,33,40,100,63,3,1,2,1,2303,0,0,0,2,1,0,0,0,0,1,0,0,1,1,13,1,N,T
541134,0,45,0,1,1,25,62,26,7,2,2,9,12,58145,78,18,2,0,31,48,51,13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,60,30,3,0,0,0,6353,0,0,3,0,1,0,0,0,0,0,0,0,0,0,13,1,Y,T
634335,0,59,1,0,0,38,76,17,1,1,4,8,18,73618,86,9,2,1,29,71,59,13,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,50,67,60,100,80,5,2,3,1,4578,0,0,0,1,1,0,0,0,0,1,0,0,0,0,12,1,Y,V
103608,0,68,0,0,2,33,63,9,1,4,24,35,4,100145,57,36,1,0,11,41,45,13,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,100,50,1,0,0,0,711,0,0,0,1,1,0,0,0,0,1,0,0,0,0,12,1,N,T
418966,0,59,3,0,0,33,42,17,0,1,39,11,2,46125,62,12,17,5,15,34,26,12,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,100,100,100,100,1,1,1,0,587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,Y,V
131571,0,28,1,0,0,37,54,37,1,7,2,21,5,50446,92,1,0,2,20,44,38,15,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1761,0,0,0,2,1,0,0,0,0,1,0,0,0,0,12,1,N,T
477262,59,59,2,5,0,53,97,2,0,0,1,16,0,94196,90,8,0,0,14,45,42,31,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,60,30,3,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,1,1,12,1,Y,V
198487,0,77,1,1,0,44,78,12,0,2,9,4,14,67375,84,12,1,1,18,59,54,17,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,33,20,100,60,5,1,1,0,15299,0,0,0,1,0,0,0,0,0,1,0,0,0,1,12,1,N,V
97307,0,53,3,0,1,25,62,26,7,2,2,9,12,58145,78,18,2,0,31,48,51,13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,40,20,2,0,0,0,5930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,Y,T
61547,0,54,1,1,1,38,85,4,4,8,0,16,5,84333,84,8,4,1,11,52,50,44,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,80,40,4,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,1,1,1,14,1,Y,T
110534,0,69,0,2,0,45,87,4,4,3,3,11,7,95272,86,6,2,0,20,63,62,31,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,100,100,100,100,100,5,3,5,2,0,0,0,1,2,1,0,0,0,0,1,0,1,1,1,15,1,N,V
385367,0,37,1,0,0,38,76,17,1,1,4,8,18,73618,86,9,2,1,29,71,59,13,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,N,V
39079,78,77,2,2,0,44,78,12,0,2,9,4,14,67375,84,12,1,1,18,59,54,17,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16671,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12,1,N,T
264870,0,58,0,4,0,32,67,12,14,2,5,9,5,125154,76,11,3,4,19,43,43,34,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,50,33,40,100,70,5,1,2,1,9103,0,0,1,2,1,0,0,0,0,1,0,0,1,1,14,1,N,T
498987,0,33,1,1,0,45,87,9,2,1,1,24,2,59931,75,10,1,0,21,67,63,15,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,20,10,1,0,0,0,4162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,Y,T
173043,0,43,0,0,2,44,88,6,1,2,2,16,6,120417,74,7,0,9,21,56,50,54,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,100,50,1,0,0,0,992,0,0,0,1,0,0,0,0,0,1,0,0,0,0,15,1,N,T
394374,0,43,0,1,0,34,58,32,2,2,6,15,20,59802,86,8,1,2,29,48,46,17,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1684,0,0,0,2,1,0,0,0,0,1,0,0,1,1,12,1,Y,V
314287,0,57,4,1,0,32,67,12,14,2,5,9,5,125154,76,11,3,4,19,43,43,34,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,80,40,4,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,1,1,13,1,N,T
276200,0,69,1,1,1,42,45,35,0,2,14,19,4,48542,78,19,0,0,17,53,53,5,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,33,20,100,60,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,Y,T
416733,0,56,4,0,0,50,88,5,4,2,0,18,10,90972,87,4,2,1,17,59,49,40,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,50,100,80,100,90,5,3,4,1,8540,0,0,0,2,1,0,0,0,0,1,0,0,1,1,14,1,Y,T
195206,0,21,4,0,1,44,88,6,1,2,2,16,6,120417,74,7,0,9,21,56,50,54,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,100,100,1,0,0,0,538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,Y,T
163249,0,81,0,2,0,38,85,4,4,8,0,16,5,84333,84,8,4,1,11,52,50,44,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,50,0,20,40,30,2,0,1,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,1,14,1,N,T
542904,0,55,0,1,2,39,74,23,0,0,2,10,5,41477,85,6,1,3,17,58,43,10,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,60,30,3,0,0,0,7293,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,1,N,T
553959,0,37,0,4,0,45,87,4,4,3,3,11,7,95272,86,6,2,0,20,63,62,31,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1163,0,0,1,2,1,0,0,0,0,1,0,1,1,1,14,1,Y,V
498066,0,45,0,2,0,50,88,5,4,2,0,18,10,90972,87,4,2,1,17,59,49,40,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,100,44,4,0,0,0,3147,0,0,0,2,1,0,0,0,0,1,0,0,1,1,14,1,N,V
111679,0,46,0,1,1,45,87,4,4,3,3,11,7,95272,86,6,2,0,20,63,62,31,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,100,33,60,100,80,5,1,3,2,5552,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,1,N,T
41718,0,26,0,0,1,40,76,9,0,0,15,27,4,45455,94,2,0,0,19,56,49,13,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12,1,Y,T
596186,0,58,2,1,0,33,42,17,0,1,39,11,2,46125,62,12,17,5,15,34,26,12,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,100,50,1,0,0,0,678,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12,1,N,T
221822,0,74,1,1,0,44,91,5,0,0,4,31,0,44375,82,6,0,7,18,61,66,9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,100,50,5,0,0,0,16682,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12,1,N,T
44086,0,41,2,0,0,44,78,12,0,2,9,4,14,67375,84,12,1,1,18,59,54,17,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,80,40,4,0,0,0,3430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,N,T
196299,0,67,0,4,0,34,63,29,4,0,3,7,15,92170,88,6,3,0,25,58,60,24,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,50,33,40,100,70,5,1,2,1,0,0,0,1,2,1,0,0,0,0,1,0,0,1,1,12,1,N,T
559371,0,49,0,0,2,52,92,1,6,0,1,1,5,176953,85,1,4,0,20,81,73,60,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,100,50,1,0,0,0,586,0,0,1,2,1,0,0,0,0,1,0,1,1,1,16,1,N,T
601865,0,20,4,0,1,32,64,30,4,0,2,4,8,81506,87,6,4,0,20,54,46,33,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,100,50,1,0,0,0,720,0,0,0,2,1,0,0,0,0,1,0,0,1,1,13,1,Y,T
64144,0,76,0,1,1,44,91,5,0,0,4,31,0,44375,82,6,0,7,18,61,66,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,100,50,1,0,0,0,977,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12,1,N,V
532045,0,63,0,2,0,37,54,37,1,7,2,21,5,50446,92,1,0,2,20,44,38,15,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420,0,0,0,2,1,0,0,0,0,1,0,0,0,0,12,1,N,T
191732,0,42,1,0,1,45,87,9,2,1,1,24,2,59931,75,10,1,0,21,67,63,15,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,33,20,100,60,5,1,1,0,7869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,N,V
562492,0,84,1,0,1,40,42,45,1,2,7,5,13,57830,69,8,19,0,11,24,34,30,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,80,40,4,0,0,0,0,0,0,0,5,1,1,0,0,3,1,0,2,1,0,12,1,Y,T
98305,0,61,1,0,2,38,88,0,0,1,12,13,9,54861,95,2,2,0,22,61,69,12,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,50,67,60,100,80,5,2,3,1,11507,1,1,2,3,0,0,0,0,1,2,0,0,0,0,12,1,Y,T
435272,50,27,2,2,0,38,83,12,1,1,3,2,13,99327,84,10,1,0,27,71,70,25,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12,1,N,T
63048,0,35,0,2,0,45,87,9,2,1,1,24,2,59931,75,10,1,0,21,67,63,15,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,20,10,1,0,0,0,3770,0,0,0,1,0,0,0,0,0,0,1,0,0,0,12,1,N,T
431491,0,84,0,1,1,38,76,17,1,1,4,8,18,73618,86,9,2,1,29,71,59,13,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,100,67,80,100,90,5,2,4,2,12968,0,0,0,1,1,0,0,0,0,1,0,0,1,1,12,1,N,T
576907,0,73,0,0,2,43,69,23,0,1,5,10,8,60262,73,23,0,1,14,54,46,14,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1,50,33,40,100,70,5,1,2,1,6612,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12,1,N,V
68356,0,34,0,2,1,41,23,64,7,2,3,5,7,58950,76,5,11,3,25,50,54,15,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1078,0,0,0,1,1,0,0,0,0,1,0,0,1,1,12,1,N,T
41509,0,52,3,0,0,33,31,61,5,2,1,27,5,28730,36,9,13,33,17,15,10,10,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,40,20,2,0,0,0,7832,0,0,0,1,0,0,0,0,0,1,0,0,0,0,11,1,N,V
303265,0,34,4,0,1,25,62,26,7,2,2,9,12,58145,78,18,2,0,31,48,51,13,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,10,1,0,0,0,4628,0,0,0,1,0,0,0,0,0,1,0,0,0,0,15,1,Y,V
207536,0,32,0,0,1,53,97,2,0,0,1,16,0,94196,90,8,0,0,14,45,42,31,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3268,0,0,1,2,1,0,0,0,0,1,0,0,1,1,15,1,Y,V
120049,0,54,0,1,0,50,89,3,6,1,1,23,7,76923,80,11,0,4,11,65,58,30,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,50,0,20,60,40,3,0,1,1,8064,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,1,Y,T
205506,0,68,0,2,0,40,86,12,1,0,1,21,7,59872,86,9,0,1,19,55,60,17,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,50,33,40,100,70,5,1,2,1,16607,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12,1,N,V
331523,0,34,1,0,0,39,37,55,2,1,6,35,4,22381,66,12,4,5,14,40,18,10,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5776,0,0,0,1,0,0,0,0,0,1,0,0,1,0,12,1,N,T
38650,0,28,1,0,0,50,89,3,6,1,1,23,7,76923,80,11,0,4,11,65,58,30,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,67,40,2,0,0,0,1993,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12,1,Y,V
89437,0,52,0,1,2,32,64,30,4,0,2,4,8,81506,87,6,4,0,20,54,46,33,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,60,30,3,0,0,0,7272,0,0,0,2,1,0,0,0,0,1,0,0,1,1,12,1,N,V
197622,0,30,0,0,2,34,58,32,2,2,6,15,20,59802,86,8,1,2,29,48,46,17,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,100,50,5,0,0,0,3728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,N,V
183014,0,82,1,1,0,44,91,5,0,0,4,31,0,44375,82,6,0,7,18,61,66,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6507,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12,1,N,V
569033,0,21,0,0,2,37,54,37,1,7,2,21,5,50446,92,1,0,2,20,44,38,15,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,100,100,1,0,0,0,522,0,0,0,2,1,0,0,0,0,1,0,0,0,0,12,1,Y,T
560714,0,59,1,0,0,55,72,21,1,1,5,5,7,41591,83,7,10,0,9,43,38,5,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,10,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,12,1,N,V
608060,0,90,0,1,0,37,54,37,1,7,2,21,5,50446,92,1,0,2,20,44,38,15,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,50,0,20,100,56,4,0,1,1,3387,0,0,0,2,1,0,0,0,0,1,0,0,1,0,12,1,N,T
93758,0,76,5,0,0,39,37,55,2,1,6,35,4,22381,66,12,4,5,14,40,18,10,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,50,0,20,100,60,5,0,1,1,19542,0,0,0,1,0,0,0,0,0,1,0,0,1,0,12,1,Y,V
349711,0,40,1,0,0,41,23,64,7,2,3,5,7,58950,76,5,11,3,25,50,54,15,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,80,40,4,0,0,0,4226,0,0,0,1,1,0,0,0,0,1,0,0,1,1,11,1,Y,V
491610,0,18,1,1,0,38,88,0,0,1,12,13,9,54861,95,2,2,0,22,61,69,12,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12,1,N,T
226555,0,59,1,1,0,34,63,29,4,0,3,7,15,92170,88,6,3,0,25,58,60,24,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7181,0,0,1,2,1,0,0,0,0,1,0,0,1,1,12,1,N,V
399209,0,23,4,0,0,33,42,17,0,1,39,11,2,46125,62,12,17,5,15,34,26,12,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,100,100,100,100,2,2,2,0,1701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,Y,T
117511,0,50,1,2,1,38,85,4,4,8,0,16,5,84333,84,8,4,1,11,52,50,44,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,60,30,3,0,0,0,3800,0,0,1,2,1,0,0,0,0,1,0,1,1,1,12,1,N,V
524899,0,63,2,0,0,36,78,5,12,1,3,13,6,57414,78,11,5,0,19,57,49,32,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,50,100,80,100,90,5,3,4,1,0,0,0,0,2,1,0,0,0,0,1,0,0,1,1,12,1,Y,T
131409,0,19,3,0,0,33,31,61,5,2,1,27,5,28730,36,9,13,33,17,15,10,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12,1,N,V
585259,0,41,0,2,0,38,76,17,1,1,4,8,18,73618,86,9,2,1,29,71,59,13,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,67,40,100,78,5,2,2,0,3291,0,0,0,1,1,0,0,0,0,1,0,0,0,0,12,1,N,V
564431,0,28,2,2,0,40,42,45,1,2,7,5,13,57830,69,8,19,0,11,24,34,30,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,67,25,2,0,0,0,2489,0,0,2,4,2,1,0,0,1,2,0,0,0,0,13,1,Y,V
245994,0,53,0,2,1,45,87,4,4,3,3,11,7,95272,86,6,2,0,20,63,62,31,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,100,50,5,0,0,0,6073,0,0,1,2,1,0,0,0,0,1,0,1,1,1,12,1,Y,V
382483,0,53,2,0,1,38,85,4,4,8,0,16,5,84333,84,8,4,1,11,52,50,44,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,50,25,1,0,0,0,1324,0,0,1,2,1,0,0,0,0,1,0,1,1,1,14,1,Y,T
132006,0,30,2,0,0,33,63,9,1,4,24,35,4,100145,57,36,1,0,11,41,45,13,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,868,0,0,0,1,1,0,0,0,0,1,0,0,0,0,12,1,N,T
150471,0,59,2,1,2,55,72,21,1,1,5,5,7,41591,83,7,10,0,9,43,38,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4913,0,0,0,1,1,0,0,0,0,1,0,0,1,1,12,1,N,T
117865,0,66,2,0,0,33,31,61,5,2,1,27,5,28730,36,9,13,33,17,15,10,10,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,50,100,80,100,90,5,3,4,1,0,0,0,2,2,0,0,0,0,0,1,0,1,1,0,12,1,Y,T
58128,0,39,1,0,1,32,64,30,4,0,2,4,8,81506,87,6,4,0,20,54,46,33,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,100,50,5,0,0,0,7155,0,0,0,2,1,0,0,0,0,1,0,0,1,1,12,1,N,T
636024,0,40,0,3,1,36,78,5,12,1,3,13,6,57414,78,11,5,0,19,57,49,32,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6875,0,0,0,2,1,0,0,0,0,1,0,0,1,1,12,1,Y,T
358286,61,85,0,3,0,46,88,2,4,3,3,8,2,84476,90,6,0,0,20,71,60,37,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,50,0,20,100,60,5,0,1,1,0,0,0,0,2,3,0,0,0,0,4,0,4,0,1,15,1,N,T
306566,0,44,1,0,0,40,42,45,1,2,7,5,13,57830,69,8,19,0,11,24,34,30,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,40,20,2,0,0,0,3430,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12,1,N,T
14878,0,70,0,3,0,40,76,9,0,0,15,27,4,45455,94,2,0,0,19,56,49,13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12,1,N,V
185742,39,57,0,1,2,44,88,9,2,1,0,6,15,50156,71,12,0,0,18,55,47,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,40,20,2,0,0,0,8194,0,0,0,1,1,0,0,0,0,1,0,0,0,0,12,1,N,T
498866,0,44,1,0,0,44,91,5,0,0,4,31,0,44375,82,6,0,7,18,61,66,9,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,60,30,3,0,0,0,6411,0,0,0,1,0,0,0,0,0,1,0,0,0,0,11,1,Y,V
360054,0,44,0,1,0,34,58,32,2,2,6,15,20,59802,86,8,1,2,29,48,46,17,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,80,40,4,0,0,0,9499,0,0,0,2,1,0,0,0,0,1,0,0,1,1,13,1,N,V
151990,0,49,2,0,3,45,87,4,4,3,3,11,7,95272,86,6,2,0,20,63,62,31,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,60,30,3,0,0,0,7864,0,0,1,2,1,0,0,0,0,1,0,1,1,1,13,1,N,V
107106,0,43,0,2,0,34,58,32,2,2,6,15,20,59802,86,8,1,2,29,48,46,17,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,0,67,40,100,70,5,2,2,0,7993,0,0,0,2,1,0,0,0,0,1,0,0,1,1,12,1,N,V
519345,0,24,0,0,3,37,54,37,1,7,2,21,5,50446,92,1,0,2,20,44,38,15,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,33,17,1,0,0,0,2143,0,0,0,2,1,0,0,0,0,1,0,0,0,0,12,1,Y,T
506004,0,81,0,2,0,42,45,35,0,2,14,19,4,48542,78,19,0,0,17,53,53,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,100,50,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,N,T
489639,0,52,1,0,0,36,65,26,0,2,6,19,15,37772,85,9,2,1,23,50,35,8,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,N,V
69082,0,28,2,0,0,38,76,17,1,1,4,8,18,73618,86,9,2,1,29,71,59,13,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650,0,0,0,1,1,0,0,0,0,1,0,0,0,0,12,1,N,V
477058,0,72,0,1,1,38,85,4,4,8,0,16,5,84333,84,8,4,1,11,52,50,44,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,100,50,5,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,1,1,1,15,1,N,T
