Order,PID,MS.SubClass,MS.Zoning,Lot.Frontage,Lot.Area,Street,Alley,Lot.Shape,Land.Contour,Utilities,Lot.Config,Land.Slope,Neighborhood,Condition.1,Condition.2,Bldg.Type,House.Style,Overall.Qual,Overall.Cond,Year.Built,Year.Remod.Add,Roof.Style,Roof.Matl,Exterior.1st,Exterior.2nd,Mas.Vnr.Type,Mas.Vnr.Area,Exter.Qual,Exter.Cond,Foundation,Bsmt.Qual,Bsmt.Cond,Bsmt.Exposure,BsmtFin.Type.1,BsmtFin.SF.1,BsmtFin.Type.2,BsmtFin.SF.2,Bsmt.Unf.SF,Total.Bsmt.SF,Heating,Heating.QC,Central.Air,Electrical,X1st.Flr.SF,X2nd.Flr.SF,Low.Qual.Fin.SF,Gr.Liv.Area,Bsmt.Full.Bath,Bsmt.Half.Bath,Full.Bath,Half.Bath,Bedroom.AbvGr,Kitchen.AbvGr,Kitchen.Qual,TotRms.AbvGrd,Functional,Fireplaces,Fireplace.Qu,Garage.Type,Garage.Yr.Blt,Garage.Finish,Garage.Cars,Garage.Area,Garage.Qual,Garage.Cond,Paved.Drive,Wood.Deck.SF,Open.Porch.SF,Enclosed.Porch,X3Ssn.Porch,Screen.Porch,Pool.Area,Pool.QC,Fence,Misc.Feature,Misc.Val,Mo.Sold,Yr.Sold,Sale.Type,Sale.Condition,SalePrice
332,923228270,160,3,21.0,1900,1,0,2,1,1,2,1,25,1,1,2,2,4,4,1970,1970,2,1,4,5,2,0.0,1,1,1,1,2,2,5,0,1,0,546,546,1,3,1,1,546,546,0,1092,0,0,1,1,3,1,1,5,1,0,0,0,0.0,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,2010,1,1,88250
333,923228370,160,3,21.0,1890,1,0,2,1,1,2,1,25,1,1,2,2,4,6,1972,1972,2,1,4,5,2,0.0,1,1,1,1,2,2,2,294,1,0,252,546,1,2,1,1,546,546,0,1092,0,0,1,1,3,1,1,5,1,0,0,1,1972.0,2,1.0,286.0,1,1,2,0,0,64,0,0,0,0,0,0,0,6,2010,1,1,85500
337,923276250,90,1,70.0,7700,1,0,2,1,1,2,1,23,1,1,4,2,5,2,1985,1986,2,1,5,6,2,0.0,1,4,2,1,2,2,5,0,1,0,1216,1216,1,4,1,1,1216,1216,0,2432,0,0,4,2,4,2,1,10,1,0,0,1,1985.0,2,2.0,616.0,1,2,2,200,0,0,0,0,0,0,0,2,600,2,2010,1,1,159000
338,923426070,60,1,63.0,10475,1,0,2,1,1,2,1,23,1,1,1,2,5,5,1991,1991,2,1,5,6,2,0.0,1,1,2,2,2,2,2,458,1,0,166,624,1,4,1,1,624,650,0,1274,0,0,1,1,3,1,1,6,1,0,0,4,1993.0,2,2.0,576.0,1,1,2,22,0,0,0,0,0,0,2,0,0,3,2010,1,1,136000
339,924100050,50,1,68.0,10544,1,0,1,1,1,2,2,23,1,1,1,3,5,5,1969,1969,2,1,5,6,2,0.0,1,1,1,1,2,4,1,476,1,0,388,864,1,2,1,1,864,615,0,1479,0,0,2,0,5,1,1,8,1,0,0,1,1969.0,1,1.0,275.0,1,1,2,287,0,280,0,0,0,0,0,0,0,4,2010,1,1,161000
340,924151040,20,1,76.0,9892,1,0,2,1,1,2,2,23,1,1,1,1,8,5,1994,1995,1,1,2,2,2,0.0,2,3,2,2,1,1,4,1341,2,284,54,1679,1,3,1,1,1803,0,0,1803,1,1,2,1,3,1,2,6,1,2,2,1,1994.0,2,2.0,482.0,1,1,2,129,64,222,0,0,0,0,2,0,0,2,2010,1,1,285000
341,924152030,60,1,74.0,12961,1,0,2,1,1,2,1,23,1,1,1,2,6,5,1993,1994,2,1,2,2,2,0.0,2,3,2,2,2,3,4,944,1,0,208,1152,1,3,1,1,1152,645,0,1797,1,0,2,1,3,1,2,7,1,1,5,1,1993.0,1,2.0,616.0,1,1,2,162,312,0,0,0,0,0,0,0,0,3,2010,1,1,231000
342,526302110,20,1,74.0,13008,1,0,1,1,1,2,1,1,1,1,1,1,6,5,1956,1956,2,1,7,8,2,0.0,1,1,1,4,3,2,2,564,1,0,318,882,1,2,1,1,882,0,0,882,0,0,1,0,2,1,1,5,1,0,0,1,1956.0,2,1.0,502.0,1,1,2,0,0,0,0,0,0,0,0,0,0,10,2009,1,1,124500
344,526355080,80,1,75.0,13860,1,0,2,1,1,2,1,1,1,1,1,5,8,7,1972,1995,2,1,6,3,2,0.0,2,1,1,2,2,1,4,1410,1,0,542,1952,1,4,1,1,2000,704,0,2704,1,0,2,1,4,1,3,9,1,3,2,1,1972.0,1,2.0,538.0,1,1,2,269,111,0,0,0,0,0,1,0,0,7,2009,1,1,345000
346,527105130,60,1,0.0,11792,1,0,1,1,1,2,1,2,1,1,1,2,8,5,2003,2003,2,1,2,2,3,188.0,2,1,2,2,2,1,4,850,1,0,158,1008,1,3,1,1,1008,1275,0,2283,0,0,2,1,4,1,2,9,1,1,1,2,2003.0,1,3.0,632.0,1,1,2,120,46,0,0,0,0,0,0,0,0,8,2009,1,1,270000
347,527107130,80,1,60.0,8400,1,0,2,1,1,2,1,2,1,1,1,5,7,5,1996,1997,2,1,5,6,3,32.0,1,1,2,2,2,2,4,284,1,0,100,384,1,4,1,1,958,670,0,1628,0,0,2,1,3,1,1,7,1,1,2,2,1996.0,1,2.0,390.0,1,1,2,48,72,0,0,0,0,0,0,2,490,6,2009,1,1,189000
350,527127100,120,1,28.0,7296,1,0,1,1,1,3,1,3,1,1,2,1,8,5,2004,2005,2,1,4,5,2,0.0,2,1,2,3,2,4,4,1965,1,0,243,2208,1,3,1,1,2522,0,0,2522,1,0,2,0,1,1,2,8,1,1,1,1,2004.0,1,2.0,564.0,1,1,2,182,57,0,0,0,0,0,0,0,0,11,2009,1,1,375000
351,527131030,120,1,40.0,5664,1,0,1,1,1,2,1,3,1,1,2,1,8,5,2000,2000,2,1,4,5,2,0.0,2,1,2,2,2,2,4,1158,1,0,343,1501,1,3,1,1,1659,0,0,1659,1,0,2,0,2,1,3,5,1,1,4,1,2000.0,1,2.0,499.0,1,1,2,212,59,0,0,0,0,0,0,0,0,10,2009,1,1,278000
352,527132090,120,1,61.0,7380,1,0,1,1,1,1,1,3,1,1,1,1,8,5,1998,1998,2,1,4,5,2,0.0,1,1,2,2,2,4,4,341,1,0,1077,1418,1,3,1,1,1478,0,0,1478,1,0,2,0,2,1,1,5,1,0,0,1,1998.0,1,2.0,495.0,1,1,2,168,43,0,0,0,0,0,0,0,0,7,2009,1,1,240000
357,527163040,60,1,59.0,7837,1,0,1,1,1,2,1,2,1,1,1,2,6,7,1993,1994,2,1,2,2,2,0.0,2,1,2,2,2,2,5,0,1,0,799,799,1,4,1,1,799,772,0,1571,0,0,2,1,3,1,1,7,1,1,2,1,1993.0,3,2.0,380.0,1,1,2,0,40,0,0,0,0,0,0,0,0,5,2009,1,1,178000
360,527164020,20,1,58.0,7250,1,0,2,1,1,2,1,2,1,1,1,1,6,5,1993,1993,2,1,5,6,3,45.0,1,1,2,2,2,2,5,0,1,0,1181,1181,1,3,1,1,1190,0,0,1190,0,0,2,0,3,1,2,6,1,1,2,1,1993.0,2,2.0,430.0,1,1,2,0,21,0,0,0,0,0,0,0,0,11,2009,1,1,166000
362,527164090,60,1,65.0,8125,1,0,2,1,1,2,1,2,1,1,1,2,6,5,1994,1995,2,1,5,6,2,0.0,1,1,2,2,2,2,5,0,1,0,702,702,1,4,1,1,702,779,0,1481,0,0,2,1,3,1,1,6,1,1,2,1,1994.0,1,2.0,343.0,1,1,2,0,36,0,0,0,0,0,0,0,0,3,2009,1,1,174000
363,527165130,20,1,0.0,9248,1,0,1,1,1,2,1,2,1,1,1,1,6,6,1992,1992,2,1,5,6,3,106.0,1,1,2,2,2,2,4,560,1,0,598,1158,1,4,1,1,1167,0,0,1167,1,0,2,0,3,1,2,6,1,0,0,1,1992.0,3,2.0,400.0,1,1,2,120,26,0,0,0,0,0,0,0,0,7,2009,1,1,173000
364,527166010,60,1,0.0,10762,1,0,1,1,1,3,1,2,1,1,1,2,7,5,1999,1999,2,1,2,2,2,344.0,2,1,2,2,2,2,4,694,1,0,284,978,1,3,1,1,1005,978,0,1983,0,0,2,1,3,1,2,9,1,1,2,1,1999.0,1,2.0,490.0,1,1,2,0,0,0,0,0,0,0,0,0,0,5,2009,1,1,225000
367,527214050,20,1,63.0,17423,1,0,1,1,1,3,1,3,1,1,1,1,9,5,2008,2009,1,1,2,2,1,748.0,3,1,2,3,2,2,4,1904,1,0,312,2216,1,3,1,1,2234,0,0,2234,1,0,2,0,1,1,3,9,1,1,1,1,2009.0,1,3.0,1166.0,1,1,2,0,60,0,0,0,0,0,0,0,0,7,2009,2,2,501837
368,527254020,20,1,80.0,11844,1,0,1,1,1,2,1,3,1,1,1,1,8,5,2008,2008,1,1,2,2,1,464.0,2,1,2,3,2,3,5,0,1,0,2046,2046,1,3,1,1,2046,0,0,2046,0,0,2,1,3,1,2,7,1,1,1,1,2008.0,1,3.0,834.0,1,1,2,322,82,0,0,0,0,0,0,0,0,7,2009,2,2,372500
369,527258020,20,1,124.0,16158,1,0,1,4,1,2,2,3,1,1,1,1,7,5,2005,2005,1,1,2,2,1,16.0,2,1,2,3,2,4,3,1274,1,0,256,1530,1,3,1,1,1530,0,0,1530,1,0,2,0,3,1,2,7,1,1,1,1,2005.0,1,2.0,430.0,1,1,2,168,36,0,0,0,0,0,0,0,0,6,2009,1,1,260000
371,527301320,60,1,94.0,13005,1,0,1,1,1,1,1,4,1,1,1,2,7,7,1980,1980,2,1,4,5,3,278.0,2,1,1,2,2,2,4,692,1,0,153,845,1,2,1,1,1153,1200,0,2353,1,0,2,1,4,1,3,10,1,1,2,1,1983.0,3,2.0,484.0,1,1,2,288,195,0,0,0,0,0,3,0,0,8,2009,1,1,260000
372,527302175,20,1,48.0,17043,1,0,1,1,1,3,1,4,1,1,1,1,6,5,1979,1998,2,1,5,6,2,0.0,1,3,1,2,3,2,5,0,1,0,1362,1362,1,2,1,1,1586,0,0,1586,0,0,2,0,3,1,1,7,1,1,2,1,1979.0,2,2.0,435.0,1,1,2,192,0,0,0,0,0,0,0,0,0,1,2009,1,1,181000
373,527326040,20,1,85.0,11900,1,0,2,1,1,2,1,4,1,1,1,1,7,5,1977,1977,1,1,6,1,3,209.0,1,3,1,1,2,2,3,822,1,0,564,1386,1,2,1,1,1411,0,0,1411,0,0,2,0,3,1,1,6,1,1,2,1,1977.0,1,2.0,544.0,1,1,2,192,0,0,0,0,0,0,0,0,0,4,2009,1,3,82500
374,527326150,20,1,0.0,16635,1,0,1,1,1,4,1,4,1,1,1,1,6,7,1977,2000,2,1,4,5,1,126.0,2,1,1,2,2,2,3,1246,1,0,356,1602,1,4,1,1,1602,0,0,1602,0,1,2,0,3,1,2,8,1,1,2,1,1977.0,1,2.0,529.0,1,1,2,240,0,0,0,0,0,0,0,0,0,6,2009,1,1,215000
376,527353020,20,1,80.0,10928,1,0,2,1,1,2,1,4,1,1,1,1,6,6,1978,1986,2,1,2,2,3,101.0,1,1,2,1,2,2,6,363,1,0,1064,1427,1,2,1,1,1671,0,0,1671,0,0,2,0,3,1,1,7,1,1,2,1,1978.0,3,2.0,484.0,1,1,2,252,55,0,0,0,0,0,0,0,0,8,2009,1,1,200000
377,527353060,60,1,0.0,12388,1,0,1,1,1,2,1,4,1,1,1,2,7,7,1980,1991,2,1,6,1,3,229.0,1,1,1,2,2,2,3,602,1,0,441,1043,1,2,1,1,1539,1134,0,2673,0,0,2,1,4,1,2,9,1,1,2,2,1980.0,3,2.0,441.0,1,1,2,178,84,0,0,0,0,0,0,0,0,8,2009,1,1,249000
378,527354100,80,1,0.0,14115,1,0,2,1,1,2,1,4,1,1,1,5,7,5,1980,1980,2,1,6,1,3,225.0,1,1,1,2,2,4,4,1036,1,0,336,1372,1,2,1,1,1472,0,0,1472,1,0,2,0,3,1,1,6,1,2,2,1,1980.0,2,2.0,588.0,1,1,2,233,48,0,0,0,0,0,0,0,0,6,2009,1,1,187500
381,527356040,20,1,82.0,11880,1,0,1,1,1,2,1,4,9,1,1,1,7,5,1978,1978,2,1,6,1,3,206.0,1,1,1,2,2,2,3,704,1,0,567,1271,1,2,1,1,1601,0,0,1601,0,0,2,0,3,1,1,7,1,1,2,1,1978.0,3,2.0,478.0,1,1,2,0,0,0,0,0,0,0,0,0,0,4,2009,3,4,157000
383,527359180,60,1,0.0,10304,1,0,1,1,1,3,1,4,3,1,1,2,5,7,1976,1976,2,1,6,1,3,44.0,1,3,1,1,2,2,3,381,1,0,399,780,1,3,1,1,1088,780,0,1868,1,0,2,1,4,1,2,9,1,1,2,1,1976.0,2,2.0,484.0,1,1,2,448,96,0,0,0,0,0,0,0,0,10,2009,1,1,197500
384,527364030,60,4,70.0,7000,1,0,2,1,1,2,1,10,1,1,1,2,7,5,2003,2003,2,1,4,5,2,0.0,2,1,2,2,2,3,4,622,1,0,304,926,1,3,1,1,1016,868,0,1884,1,0,2,1,3,1,3,7,1,1,4,1,2003.0,3,2.0,581.0,1,1,2,0,35,0,0,0,0,0,0,0,0,6,2009,1,1,240900
385,527365030,60,4,75.0,8004,1,0,1,1,1,2,1,10,9,1,1,2,8,5,2009,2009,2,1,2,2,1,110.0,2,1,2,2,2,2,4,544,1,0,288,832,1,3,1,1,832,1103,0,1935,1,0,2,1,3,1,1,8,1,0,0,2,2009.0,1,2.0,552.0,1,1,2,0,150,0,0,0,0,0,0,0,0,12,2009,2,2,263435
386,527366030,60,4,0.0,7500,1,0,2,1,1,2,1,10,8,1,1,2,8,5,2000,2001,2,1,2,2,2,0.0,2,1,2,2,2,2,5,0,1,0,1058,1058,1,3,1,1,1058,816,0,1874,0,0,2,1,3,1,2,7,1,1,2,1,2000.0,1,2.0,588.0,1,1,2,0,134,0,0,0,0,0,0,0,0,3,2009,1,1,220000
387,527368010,60,4,0.0,8470,1,0,2,1,1,1,1,10,1,1,1,2,8,5,2002,2002,2,1,2,2,2,0.0,2,1,2,2,2,2,4,225,6,276,471,972,1,3,1,1,972,839,0,1811,0,0,2,1,3,1,2,7,1,1,1,1,2002.0,3,2.0,565.0,1,1,2,225,48,0,0,0,0,0,0,0,0,10,2009,1,1,235000
388,527375100,20,1,0.0,9373,1,0,1,1,1,3,1,4,3,1,1,1,5,7,1975,1975,2,1,5,6,3,161.0,1,1,1,2,2,4,3,1333,2,168,120,1621,1,2,1,1,1621,0,0,1621,1,0,2,0,3,1,1,7,1,2,5,1,1975.0,3,2.0,478.0,1,1,2,0,0,0,0,490,0,0,0,0,0,6,2009,1,1,213000
389,527375180,20,1,78.0,10140,1,0,2,1,1,2,1,4,1,1,1,1,6,6,1974,1974,1,1,6,1,3,196.0,1,1,1,1,2,2,3,888,1,0,228,1116,1,3,1,1,1116,0,0,1116,1,0,2,0,3,1,1,6,1,1,2,1,1974.0,3,2.0,528.0,1,1,2,0,0,0,0,0,0,0,2,0,0,4,2009,1,1,167900
390,527375210,20,1,85.0,11050,1,0,1,1,1,1,1,4,1,1,1,1,7,5,1975,1975,2,1,6,1,2,0.0,1,1,1,1,2,2,3,636,1,0,540,1176,1,1,1,1,1193,0,0,1193,0,0,2,0,3,1,1,5,1,1,2,1,1975.0,2,2.0,506.0,1,1,2,40,0,0,0,0,0,0,0,0,0,8,2009,1,1,158000
391,527376100,20,1,78.0,10140,1,0,2,1,1,2,1,4,1,1,1,1,6,5,1974,1974,1,1,5,6,3,174.0,1,1,1,2,2,2,5,0,1,0,1064,1064,1,2,1,1,1350,0,0,1350,0,0,2,0,3,1,1,7,1,1,2,1,1974.0,3,2.0,478.0,1,1,2,0,0,0,0,0,0,0,1,0,0,8,2009,1,1,165000
393,527401160,90,1,60.0,9000,1,0,2,1,1,4,1,1,1,1,4,2,5,5,1974,1974,2,1,2,2,2,0.0,1,1,1,2,2,2,5,0,1,0,896,896,1,2,1,1,896,896,0,1792,0,0,2,2,4,2,1,8,1,0,0,0,0.0,0,0.0,0.0,0,0,2,32,45,0,0,0,0,0,0,0,0,9,2009,1,1,136000
394,527402220,20,1,0.0,8750,1,0,1,1,1,2,1,1,1,1,1,1,5,6,1970,1970,2,1,7,8,3,76.0,1,1,1,1,2,2,1,828,1,0,174,1002,1,2,1,1,1002,0,0,1002,1,0,1,0,3,1,1,5,1,0,0,4,1973.0,2,2.0,902.0,1,1,2,0,0,0,0,0,0,0,1,0,0,8,2009,1,1,148500
395,527403040,20,1,61.0,7930,1,0,2,1,1,2,1,1,1,1,1,1,6,8,1969,2005,2,1,6,1,2,0.0,1,1,1,1,2,2,4,439,2,472,115,1026,1,4,1,1,1026,0,0,1026,1,0,1,0,3,1,2,5,1,0,0,4,1969.0,3,2.0,440.0,1,1,2,171,48,0,0,0,0,0,0,0,0,7,2009,1,1,156000
397,527404030,20,1,0.0,8510,1,0,1,1,1,2,1,1,1,1,1,1,5,7,1971,1971,2,1,6,1,3,178.0,1,1,1,2,2,2,3,500,1,0,543,1043,1,3,1,1,1050,0,0,1050,1,0,1,1,3,1,1,6,1,0,0,1,1971.0,2,1.0,336.0,1,1,2,0,0,0,0,0,0,0,0,0,0,7,2009,1,1,143000
398,527405130,20,1,60.0,7038,1,0,2,1,1,2,1,1,1,1,1,1,4,6,1970,1970,2,1,2,2,2,0.0,1,1,1,1,2,2,3,726,1,0,138,864,1,2,1,1,864,0,0,864,1,0,1,0,3,1,1,5,1,0,0,4,2001.0,2,2.0,576.0,1,1,2,210,0,0,0,0,0,0,3,0,0,9,2009,1,4,76500
401,527425060,20,1,70.0,10500,1,0,2,1,1,4,1,1,1,1,1,1,4,6,1971,1971,2,1,5,6,2,0.0,1,1,1,1,2,2,3,524,2,180,160,864,1,4,1,1,864,0,0,864,0,0,1,0,2,1,1,4,1,0,0,4,1989.0,2,2.0,576.0,1,1,2,216,0,0,0,0,0,0,0,0,0,3,2009,1,4,97000
402,527425110,20,1,60.0,9000,1,0,2,1,1,4,1,1,1,1,1,1,4,7,1971,2006,2,1,2,2,2,0.0,1,3,1,1,2,2,3,240,1,0,624,864,1,4,1,1,864,0,0,864,0,0,1,0,3,1,1,5,1,0,0,4,1986.0,2,2.0,576.0,1,1,2,200,0,0,0,0,0,0,2,0,0,7,2009,1,1,130000
404,527451110,160,3,24.0,2368,1,0,2,1,1,2,1,5,1,1,2,2,5,6,1970,1970,2,1,5,6,2,312.0,1,1,1,1,2,2,6,765,1,0,0,765,1,2,1,1,765,600,0,1365,0,0,1,1,3,1,1,7,4,0,0,1,1970.0,2,2.0,440.0,1,1,2,0,36,0,0,0,0,0,0,0,0,5,2009,1,1,125000
405,527451320,160,3,21.0,1680,1,0,2,1,1,2,1,5,1,1,3,2,5,5,1971,1971,2,1,5,6,3,142.0,1,1,1,1,2,2,5,0,1,0,630,630,1,2,1,1,630,672,0,1302,0,0,2,1,3,1,1,6,1,0,0,4,1991.0,2,1.0,280.0,1,1,2,0,0,0,0,0,0,0,0,0,0,5,2009,3,4,112000
406,527451540,160,3,21.0,1680,1,0,2,1,1,2,1,5,1,1,3,2,6,6,1972,1972,2,1,5,6,3,425.0,1,1,1,1,2,2,2,110,2,294,79,483,1,2,1,1,483,504,0,987,1,0,1,1,2,1,1,5,1,0,0,4,1972.0,2,1.0,288.0,1,1,2,0,0,0,0,0,0,0,0,0,0,7,2009,1,1,97000
407,527451640,160,3,21.0,1680,1,0,2,1,1,2,1,5,1,1,3,2,6,8,1972,2007,2,1,5,6,3,510.0,1,1,1,1,2,2,3,162,1,0,321,483,1,4,1,1,483,504,0,987,0,0,1,1,2,1,2,5,1,0,0,4,1972.0,2,1.0,264.0,1,1,2,250,0,0,0,0,0,0,0,0,0,5,2009,1,1,118000
408,527451650,160,3,21.0,1680,1,0,2,1,1,2,1,5,1,1,3,2,5,7,1972,1972,2,1,4,5,3,268.0,1,1,1,1,2,2,3,231,1,0,399,630,1,2,1,1,630,672,0,1302,0,0,2,1,3,1,1,6,1,0,0,4,1972.0,2,1.0,264.0,1,1,2,185,0,0,0,0,0,0,0,0,0,2,2009,1,1,119500
409,527452060,120,1,0.0,4928,1,0,1,1,1,2,1,6,1,1,2,1,6,6,1976,1976,2,1,6,1,2,0.0,1,1,1,2,2,2,6,958,1,0,0,958,1,2,1,1,958,0,0,958,0,0,2,0,2,1,1,5,1,0,0,1,1976.0,3,2.0,440.0,1,1,2,0,60,0,0,0,0,0,0,0,0,10,2009,1,1,143750
411,527453060,160,1,24.0,2280,1,0,2,1,1,4,1,6,1,1,3,2,6,6,1976,1976,2,1,6,9,2,0.0,1,1,1,2,2,2,3,566,1,0,289,855,1,2,1,1,855,601,0,1456,0,0,2,1,3,1,1,7,1,1,2,1,1976.0,2,2.0,440.0,1,1,2,87,0,0,0,0,0,0,0,0,0,7,2009,1,1,148500
412,527453140,120,1,24.0,2280,1,0,2,1,1,4,1,6,1,1,3,1,7,5,1975,1975,2,1,6,9,2,0.0,1,1,1,2,2,2,3,435,2,622,0,1057,1,2,1,1,1055,0,0,1055,0,1,2,0,2,1,1,4,1,1,5,1,1975.0,3,2.0,440.0,1,1,2,0,27,0,0,0,0,0,0,0,0,8,2009,1,1,123000
413,527454050,160,1,24.0,2308,1,0,2,1,1,2,1,6,1,1,2,2,6,5,1974,1974,2,1,6,9,2,0.0,1,1,1,1,2,2,3,257,5,495,103,855,1,2,1,1,855,467,0,1322,0,1,2,1,3,1,1,6,1,1,5,1,1974.0,2,2.0,440.0,1,1,2,260,0,0,0,0,0,0,0,0,0,6,2009,1,1,147000
415,527455050,160,1,24.0,2364,1,0,2,1,1,2,1,6,1,1,2,2,6,5,1978,1978,2,1,6,9,2,0.0,1,1,1,2,2,2,3,320,1,0,484,804,1,2,1,1,804,744,0,1548,0,1,2,1,3,1,1,7,1,1,2,4,1978.0,2,2.0,440.0,1,1,2,108,0,0,0,0,0,0,0,0,0,7,2009,1,1,147000
416,527455060,160,1,24.0,2289,1,0,2,1,1,2,1,6,1,1,3,2,6,6,1978,1978,2,1,6,9,2,0.0,1,1,1,1,2,2,3,311,1,0,544,855,1,2,1,1,855,586,0,1441,0,0,2,1,3,1,1,7,1,1,2,1,1978.0,2,2.0,440.0,1,1,2,28,0,0,0,0,0,0,0,0,0,4,2009,1,1,148500
418,527455090,120,1,24.0,2104,1,0,2,1,1,2,1,6,1,1,2,1,7,6,1976,1976,2,1,6,9,2,0.0,1,1,1,1,2,2,3,536,1,0,300,836,1,2,1,1,836,0,0,836,0,1,1,0,2,1,1,5,1,0,0,1,1976.0,2,1.0,345.0,1,1,2,150,20,0,0,0,0,0,0,0,0,10,2009,1,1,128500
419,527455240,20,1,65.0,7150,1,0,2,1,1,2,1,1,1,1,1,1,5,5,1967,1967,2,1,5,6,3,60.0,1,1,1,1,2,2,1,432,1,0,460,892,1,2,1,1,892,0,0,892,0,0,1,0,3,1,1,5,1,0,0,1,1967.0,3,1.0,288.0,1,1,2,0,0,0,0,0,0,0,2,0,0,7,2009,1,1,100000
420,527455280,20,1,0.0,10710,1,0,2,1,1,2,1,1,1,1,1,1,5,7,1966,2004,1,1,5,6,3,165.0,2,1,2,1,2,2,1,644,1,0,220,864,1,3,1,1,1120,0,0,1120,0,1,1,0,3,1,1,5,1,1,2,1,1966.0,3,2.0,656.0,1,1,2,0,162,0,0,0,0,0,0,2,1200,7,2009,1,1,148800
422,528102140,60,1,110.0,14257,1,0,2,1,1,2,1,7,3,1,1,2,9,5,2007,2007,1,1,2,2,1,726.0,3,1,2,3,2,2,4,1360,1,0,416,1776,1,3,1,1,1794,978,0,2772,1,0,3,1,4,1,3,10,1,3,1,2,2007.0,1,3.0,754.0,1,1,2,135,64,0,0,0,0,0,0,0,0,6,2009,1,1,462000
423,528104070,60,1,104.0,13518,1,0,2,1,1,2,1,7,1,1,1,2,9,5,2008,2009,1,1,2,2,1,860.0,3,1,2,3,2,2,5,0,1,0,1926,1926,1,3,1,1,1966,1174,0,3140,0,0,3,1,4,1,3,11,1,2,1,2,2009.0,1,3.0,820.0,1,1,2,144,78,0,0,0,0,0,0,0,0,7,2009,2,2,485000
424,528106020,20,1,105.0,15431,1,0,2,1,1,2,1,7,1,1,1,1,10,5,2008,2008,1,1,2,2,1,200.0,3,1,2,3,2,1,4,1767,6,539,788,3094,1,3,1,1,2402,0,0,2402,1,0,2,0,2,1,3,10,1,2,1,1,2008.0,1,3.0,672.0,1,1,2,0,72,0,0,170,0,0,0,0,0,4,2009,1,1,555000
426,528108010,20,1,110.0,14230,1,0,2,1,1,1,1,7,1,1,1,1,8,5,2007,2007,2,1,2,2,1,640.0,2,1,2,2,2,2,5,0,1,0,1566,1566,1,3,1,1,1600,0,0,1600,0,0,2,0,3,1,2,7,1,1,1,1,2007.0,3,3.0,890.0,1,1,2,0,56,0,0,0,0,0,0,0,0,7,2009,1,1,256300
427,528108020,20,1,98.0,12704,1,0,2,1,1,2,1,7,1,1,1,1,8,5,2008,2009,1,1,2,2,3,306.0,3,1,2,3,2,2,5,0,1,0,2042,2042,1,3,1,1,2042,0,0,2042,0,0,2,1,3,1,3,8,1,1,1,1,2009.0,3,3.0,1390.0,1,1,2,0,90,0,0,0,0,0,0,0,0,8,2009,2,2,253293
428,528108040,60,1,95.0,12350,1,0,2,1,1,2,1,7,1,1,1,2,9,5,2009,2009,2,1,2,2,2,0.0,2,1,2,3,2,2,4,986,1,0,379,1365,1,3,1,1,1365,1325,0,2690,1,0,2,1,3,1,3,8,1,1,1,1,2009.0,3,3.0,864.0,1,1,2,0,197,0,0,0,0,0,0,0,0,7,2009,2,2,398800
429,528108070,60,1,96.0,11308,1,0,1,1,1,2,1,7,1,1,1,2,9,5,2008,2008,2,1,2,2,1,154.0,3,1,2,3,2,4,4,936,1,0,168,1104,1,3,1,1,1130,1054,0,2184,1,0,2,1,3,1,3,10,1,1,1,1,2008.0,1,3.0,836.0,1,1,2,0,102,0,0,0,0,0,0,0,0,7,2009,1,1,335000
430,528108130,20,1,95.0,12350,1,0,2,1,1,2,1,7,1,1,1,1,9,5,2008,2008,1,1,2,2,1,450.0,3,1,2,3,2,4,4,1232,1,0,788,2020,1,3,1,1,2020,0,0,2020,1,0,2,0,3,1,3,7,1,1,1,1,2008.0,3,3.0,896.0,1,1,2,192,98,0,0,0,0,0,0,0,0,5,2009,1,1,404000
431,528108140,20,1,94.0,12220,1,0,2,1,1,2,1,7,1,1,1,1,10,5,2009,2009,1,1,4,5,3,305.0,3,1,1,3,2,2,4,1436,1,0,570,2006,1,3,1,1,2020,0,0,2020,1,0,2,1,3,1,3,9,1,1,1,1,2009.0,1,3.0,900.0,1,1,2,156,54,0,0,0,0,0,0,0,0,9,2009,2,2,402861
432,528110010,60,1,97.0,13478,1,0,1,1,1,1,1,7,1,1,1,2,10,5,2008,2008,2,1,4,5,1,420.0,3,1,2,3,2,1,4,1338,1,0,384,1722,1,3,1,1,1728,568,0,2296,1,0,2,1,3,1,3,10,1,1,1,2,2008.0,3,3.0,842.0,1,1,2,382,274,0,0,0,0,0,0,0,0,6,2009,4,1,451950
434,528110090,60,1,107.0,13891,1,0,2,1,1,2,1,7,1,1,1,2,9,5,2008,2009,1,1,2,2,1,424.0,3,1,2,3,2,1,5,0,1,0,1734,1734,1,3,1,1,1734,1088,0,2822,0,0,3,1,4,1,3,12,1,1,1,2,2009.0,3,3.0,1020.0,1,1,2,52,170,0,0,192,0,0,0,0,0,1,2009,2,2,582933
435,528112040,20,1,95.0,11578,1,0,2,1,1,2,1,7,1,1,1,1,9,5,2008,2008,2,1,2,2,1,302.0,3,1,2,3,2,2,5,0,1,0,1736,1736,1,3,1,1,1736,0,0,1736,0,0,2,0,3,1,3,7,1,1,1,1,2008.0,3,3.0,834.0,1,1,2,319,90,0,0,0,0,0,0,0,0,7,2009,1,1,360000
