"Order","PID","MS.SubClass","MS.Zoning","Lot.Frontage","Lot.Area","Street","Alley","Lot.Shape","Land.Contour","Utilities","Lot.Config","Land.Slope","Neighborhood","Condition.1","Condition.2","Bldg.Type","House.Style","Overall.Qual","Overall.Cond","Year.Built","Year.Remod.Add","Roof.Style","Roof.Matl","Exterior.1st","Exterior.2nd","Mas.Vnr.Type","Mas.Vnr.Area","Exter.Qual","Exter.Cond","Foundation","Bsmt.Qual","Bsmt.Cond","Bsmt.Exposure","BsmtFin.Type.1","BsmtFin.SF.1","BsmtFin.Type.2","BsmtFin.SF.2","Bsmt.Unf.SF","Total.Bsmt.SF","Heating","Heating.QC","Central.Air","Electrical","X1st.Flr.SF","X2nd.Flr.SF","Low.Qual.Fin.SF","Gr.Liv.Area","Bsmt.Full.Bath","Bsmt.Half.Bath","Full.Bath","Half.Bath","Bedroom.AbvGr","Kitchen.AbvGr","Kitchen.Qual","TotRms.AbvGrd","Functional","Fireplaces","Fireplace.Qu","Garage.Type","Garage.Yr.Blt","Garage.Finish","Garage.Cars","Garage.Area","Garage.Qual","Garage.Cond","Paved.Drive","Wood.Deck.SF","Open.Porch.SF","Enclosed.Porch","X3Ssn.Porch","Screen.Porch","Pool.Area","Pool.QC","Fence","Misc.Feature","Misc.Val","Mo.Sold","Yr.Sold","Sale.Type","Sale.Condition"
1680,527451170,160,"RM",24,1920,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","BrDale","Norm","Norm","TwnhsE","2Story",5,5,1971,1971,"Gable","CompShg","HdBoard","HdBoard","BrkFace",376,"TA","TA","CBlock","TA","TA","No","ALQ",471,"Unf",0,294,765,"GasA","Ex","Y","SBrkr",765,600,0,1365,1,0,1,1,2,1,"TA",6,"Min1",0,NA,"Detchd",1971,"Unf",2,440,"TA","TA","Y",240,36,0,0,0,0,NA,NA,NA,0,8,2007,"WD ","Normal"
229,905109130,60,"RL",80,14000,"Pave",NA,"Reg","Lvl","AllPub","Inside","Mod","ClearCr","Norm","Norm","1Fam","2Story",7,5,1996,1997,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","TA","PConc","Ex","TA","Gd","GLQ",1201,"Unf",0,105,1306,"GasA","Ex","Y","SBrkr",1306,954,0,2260,1,0,2,1,3,1,"Gd",7,"Typ",0,NA,"Attchd",1996,"RFn",2,533,"TA","TA","Y",296,44,0,0,0,0,NA,NA,NA,0,4,2010,"WD ","Normal"
2468,528488110,20,"FV",60,7200,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",6,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","Stone",68,"Gd","TA","PConc","Gd","TA","No","GLQ",905,"Unf",0,357,1262,"GasA","Gd","Y","SBrkr",1262,0,0,1262,0,0,2,0,2,1,"Gd",5,"Typ",0,NA,"Attchd",2006,"Fin",2,572,"TA","TA","Y",0,120,0,0,0,0,NA,NA,NA,0,5,2006,"New","Partial"
1088,528235180,80,"RL",59,9587,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","SLvl",7,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","Stone",182,"Gd","TA","PConc","Gd","TA","Gd","GLQ",655,"Unf",0,201,856,"GasA","Ex","Y","SBrkr",1166,0,0,1166,1,0,2,0,2,1,"Gd",5,"Typ",0,NA,"Attchd",2005,"Fin",2,400,"TA","TA","Y",212,0,0,0,0,0,NA,NA,NA,0,7,2008,"WD ","Normal"
2038,903457130,190,"RM",52,4330,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","2fmCon","1.5Fin",4,6,1958,1958,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","Fa","TA","No","Rec",681,"ALQ",127,0,808,"GasA","TA","Y","SBrkr",838,477,0,1315,1,0,2,0,3,1,"TA",5,"Typ",0,NA,"Detchd",1958,"RFn",2,436,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,2,2007,"COD","Abnorml"
2828,908186090,180,"RM",35,3675,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","TwnhsE","SFoyer",6,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","BrkFace",82,"TA","TA","PConc","Gd","TA","Gd","GLQ",547,"Unf",0,0,547,"GasA","Gd","Y","SBrkr",1072,0,0,1072,1,0,1,0,2,1,"TA",5,"Typ",0,NA,"Basment",2005,"Fin",2,525,"TA","TA","Y",0,44,0,0,0,0,NA,NA,NA,0,10,2006,"New","Partial"
1419,906204150,60,"RL",86,11839,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",7,5,1990,1990,"Hip","CompShg","HdBoard","HdBoard","BrkFace",99,"TA","TA","PConc","Gd","TA","No","GLQ",1085,"Unf",0,390,1475,"GasA","Ex","Y","SBrkr",1532,797,0,2329,1,0,2,1,4,1,"Gd",10,"Typ",1,"Ex","Attchd",1990,"Unf",2,514,"TA","TA","Y",192,121,0,0,0,0,NA,NA,NA,0,5,2008,"WD ","Normal"
1269,535451230,20,"RL",60,7200,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1950,1950,"Hip","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock",NA,NA,NA,NA,0,NA,0,0,0,"GasA","Gd","Y","SBrkr",1048,0,0,1048,0,0,1,0,3,1,"TA",7,"Min1",0,NA,"Detchd",1950,"Unf",2,420,"TA","TA","Y",0,27,0,0,0,0,NA,NA,NA,0,7,2008,"WD ","Normal"
2517,533250130,120,"RL",30,9549,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","Veenker","Norm","Norm","TwnhsE","1Story",8,5,1995,1996,"Hip","CompShg","BrkFace","BrkFace","None",0,"Gd","Gd","PConc","Gd","Gd","Av","LwQ",437,"GLQ",1057,0,1494,"GasA","Ex","Y","SBrkr",1494,0,0,1494,1,0,1,1,2,1,"Ex",6,"Typ",1,"Gd","Attchd",1995,"Fin",2,481,"TA","TA","Y",0,30,0,0,216,0,NA,NA,NA,0,4,2006,"WD ","Normal"
1161,533208080,160,"FV",35,4017,"Pave","Pave","IR1","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","TwnhsE","2Story",7,5,2006,2007,"Gable","CompShg","MetalSd","MetalSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,625,625,"GasA","Ex","Y","SBrkr",625,625,0,1250,0,0,2,1,2,1,"Gd",5,"Typ",0,NA,"Detchd",2006,"Fin",2,625,"TA","TA","Y",0,54,0,0,0,0,NA,NA,NA,0,3,2008,"WD ","Normal"
1682,527453010,160,"RL",24,2308,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","NPkVill","Norm","Norm","TwnhsE","2Story",6,6,1976,1976,"Gable","CompShg","Plywood","Brk Cmn","None",0,"TA","TA","CBlock","Gd","TA","No","ALQ",556,"Unf",0,248,804,"GasA","TA","Y","SBrkr",804,744,0,1548,1,0,2,1,3,1,"Gd",7,"Typ",1,"TA","Detchd",1976,"Unf",2,440,"TA","TA","Y",48,0,0,0,0,0,NA,NA,NA,0,7,2007,"WD ","Normal"
1962,535451110,20,"RL",60,7200,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,8,1950,2002,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",398,"BLQ",149,317,864,"GasA","Gd","Y","SBrkr",864,0,0,864,1,0,1,0,3,1,"Gd",5,"Typ",0,NA,"Detchd",1980,"RFn",2,720,"TA","TA","Y",194,0,0,0,0,0,NA,NA,NA,0,7,2007,"WD ","Normal"
1485,907425035,120,"RM",NA,4438,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","TwnhsE","1Story",6,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","BrkFace",169,"Gd","TA","PConc","Gd","TA","Gd","GLQ",662,"Unf",0,186,848,"GasA","Ex","Y","SBrkr",848,0,0,848,1,0,1,0,1,1,"Gd",4,"Typ",1,"Gd","Attchd",2004,"Fin",2,420,"TA","TA","Y",140,0,0,0,0,0,NA,NA,NA,0,6,2008,"ConLD","Normal"
1157,532479020,50,"RL",70,10759,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","Sawyer","Feedr","Norm","1Fam","1.5Fin",5,4,1972,1972,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","Gd","CBlock","Gd","TA","No","LwQ",190,"ALQ",811,0,1001,"GasA","TA","Y","SBrkr",1001,640,0,1641,0,0,2,0,4,1,"TA",5,"Typ",1,"Gd","Detchd",1972,"Unf",2,490,"TA","TA","Y",0,0,92,0,0,0,NA,"GdPrv",NA,0,7,2008,"WD ","Normal"
1667,527404050,20,"RL",66,7920,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1970,2002,"Gable","CompShg","HdBoard","HdBoard","BrkFace",32,"TA","TA","CBlock","TA","TA","No","ALQ",81,"GLQ",619,214,914,"GasA","Ex","Y","SBrkr",914,0,0,914,0,0,1,0,3,1,"Ex",5,"Typ",0,NA,"Attchd",1970,"RFn",1,368,"TA","Gd","Y",120,0,0,0,0,0,NA,NA,NA,0,10,2007,"WD ","Normal"
1494,908128110,60,"RL",60,6931,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","2Story",7,5,2003,2004,"Gable","CompShg","VinylSd","VinylSd","Stone",92,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,746,746,"GasA","Ex","Y","SBrkr",760,896,0,1656,0,0,2,1,3,1,"Gd",7,"Typ",1,"Gd","BuiltIn",2003,"Fin",2,397,"TA","TA","Y",178,128,0,0,0,0,NA,NA,NA,0,7,2008,"WD ","Normal"
2597,535376090,20,"RL",90,5400,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",5,7,1954,2000,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","No","Rec",415,"Unf",0,418,833,"GasA","Ex","Y","SBrkr",833,0,0,833,0,0,1,0,2,1,"Gd",4,"Typ",0,NA,"Detchd",1955,"Unf",1,326,"TA","TA","Y",0,0,0,0,0,0,NA,"MnPrv",NA,0,8,2006,"WD ","Normal"
1031,527359070,60,"RL",80,10480,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","2Story",7,6,1976,1976,"Hip","CompShg","Plywood","Plywood","BrkFace",660,"TA","TA","CBlock","TA","TA","No","ALQ",403,"Unf",0,400,803,"GasA","TA","Y","SBrkr",1098,866,0,1964,0,0,2,1,4,1,"TA",8,"Typ",1,"Gd","Attchd",1976,"RFn",2,483,"TA","TA","Y",0,69,0,0,0,0,NA,NA,NA,0,9,2008,"WD ","Normal"
2278,923202134,20,"RL",70,8402,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Feedr","Norm","1Fam","1Story",5,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","ALQ",206,"Unf",0,914,1120,"GasA","Ex","Y","SBrkr",1120,0,0,1120,0,0,1,0,3,1,"TA",6,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"Y",0,30,0,0,0,0,NA,NA,NA,0,12,2007,"New","Partial"
392,527378140,80,"RL",NA,10448,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","NWAmes","Norm","Norm","1Fam","SLvl",6,6,1972,1972,"Gable","CompShg","HdBoard","HdBoard","BrkFace",333,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,689,689,"GasA","TA","Y","SBrkr",1378,741,0,2119,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd",1972,"RFn",2,583,"TA","TA","Y",0,104,0,0,0,0,NA,"GdPrv",NA,0,8,2009,"COD","Abnorml"
1885,534276160,20,"RL",70,7535,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1958,1985,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",111,"LwQ",279,522,912,"GasA","Fa","Y","SBrkr",912,0,0,912,0,1,1,0,2,1,"TA",5,"Typ",0,NA,"Attchd",1958,"Fin",1,297,"TA","TA","Y",12,285,0,0,0,0,NA,"MnWw","Shed",480,6,2007,"WD ","Normal"
625,535105100,20,"RL",NA,9500,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,1963,1963,"Gable","CompShg","Plywood","Plywood","BrkFace",247,"TA","TA","CBlock","Gd","TA","No","BLQ",609,"Unf",0,785,1394,"GasA","Gd","Y","SBrkr",1394,0,0,1394,1,0,1,1,3,1,"TA",6,"Typ",2,"Gd","Attchd",1963,"RFn",2,514,"TA","TA","Y",0,76,0,0,185,0,NA,NA,NA,0,7,2009,"WD ","Normal"
890,908152035,20,"RL",80,10682,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",4,6,1960,1971,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","GLQ",399,"Unf",0,615,1014,"GasA","TA","Y","SBrkr",1149,0,0,1149,1,0,1,0,3,1,"TA",7,"Min1",0,NA,"2Types",1968,"Fin",1,544,"TA","TA","Y",0,240,0,0,0,0,NA,"MnPrv",NA,0,7,2009,"WD ","Normal"
446,528142150,20,"RL",90,12878,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","NridgHt","Norm","Norm","1Fam","1Story",7,5,2003,2004,"Hip","CompShg","VinylSd","VinylSd","BrkFace",418,"Gd","TA","PConc","Gd","TA","No","ALQ",1262,"Unf",0,498,1760,"GasA","Ex","Y","SBrkr",1760,0,0,1760,1,0,2,0,3,1,"Gd",8,"Typ",1,"Gd","Attchd",2003,"Fin",2,583,"TA","TA","Y",165,190,0,0,0,0,NA,NA,NA,0,6,2009,"WD ","Normal"
2342,527256120,20,"RL",90,18261,"Pave",NA,"IR1","HLS","AllPub","Inside","Gtl","StoneBr","Norm","Norm","1Fam","1Story",9,5,2005,2005,"Hip","CompShg","VinylSd","VinylSd","BrkFace",420,"Ex","TA","PConc","Ex","TA","Gd","GLQ",1416,"Unf",0,494,1910,"GasA","Ex","Y","SBrkr",2000,0,0,2000,1,0,2,1,3,1,"Ex",8,"Typ",2,"Gd","Attchd",2005,"Unf",3,722,"TA","TA","Y",351,102,0,0,123,0,NA,NA,NA,0,9,2006,"WD ","Normal"
1616,527105140,60,"RL",NA,12394,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Gd","Unf",0,"Unf",0,847,847,"GasA","Ex","Y","SBrkr",847,886,0,1733,0,0,2,1,3,1,"Gd",7,"Typ",1,"Gd","BuiltIn",2003,"Fin",2,433,"TA","TA","Y",100,48,0,0,0,0,NA,NA,NA,0,10,2007,"WD ","Family"
1562,911370520,120,"RM",44,3811,"Pave",NA,"IR1","HLS","AllPub","Inside","Mod","Crawfor","Norm","Norm","TwnhsE","1Story",7,5,2004,2005,"Hip","CompShg","CemntBd","CmentBd","Stone",174,"Gd","TA","PConc","Ex","TA","Gd","GLQ",1474,"Unf",0,120,1594,"GasA","Ex","Y","SBrkr",1646,0,0,1646,1,1,2,0,2,1,"Ex",5,"Typ",1,"Gd","Attchd",2004,"Fin",2,482,"TA","TA","Y",128,53,0,0,155,0,NA,NA,NA,0,7,2008,"WD ","Normal"
742,903231030,50,"RM",51,6120,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",4,7,1935,1995,"Gable","CompShg","AsbShng","AsbShng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,884,884,"GasA","Ex","Y","SBrkr",989,584,0,1573,0,0,1,0,3,1,"Gd",6,"Typ",0,NA,"Detchd",1935,"Unf",1,240,"TA","TA","Y",0,0,54,0,120,0,NA,NA,NA,0,7,2009,"WD ","Normal"
1957,535450190,50,"RL",60,8064,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","NAmes","Artery","Norm","1Fam","1.5Fin",5,7,1949,2006,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","Mn","Unf",0,"Unf",0,672,672,"GasA","Ex","Y","SBrkr",672,252,0,924,0,0,1,0,3,1,"TA",6,"Typ",1,"Po","Detchd",2003,"Unf",2,576,"TA","TA","Y",0,0,0,0,0,0,NA,"MnPrv","Shed",2000,7,2007,"WD ","Normal"
1003,527145090,120,"RL",39,5070,"Pave",NA,"IR1","HLS","AllPub","Inside","Gtl","StoneBr","Norm","Norm","TwnhsE","1Story",8,5,1992,1992,"Gable","CompShg","HdBoard","HdBoard","None",0,"Gd","TA","PConc","Gd","TA","Mn","Unf",0,"Unf",0,1280,1280,"GasA","Ex","Y","SBrkr",1280,0,0,1280,0,0,2,0,2,1,"Gd",5,"Typ",0,NA,"Attchd",1992,"RFn",2,506,"TA","TA","Y",0,82,0,0,144,0,NA,NA,NA,0,8,2008,"WD ","Normal"
228,905107320,60,"RL",NA,11616,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","Sawyer","Norm","Norm","1Fam","2Story",6,5,1978,1978,"Hip","CompShg","HdBoard","HdBoard","BrkCmn",328,"TA","TA","CBlock","TA","TA","Mn","Rec",438,"Unf",0,234,672,"GasA","TA","Y","SBrkr",672,714,0,1386,0,0,2,1,3,1,"TA",6,"Typ",1,"TA","Attchd",1978,"Fin",2,440,"TA","TA","Y",335,0,0,0,0,0,NA,"GdPrv",NA,0,4,2010,"WD ","Abnorml"
1128,528480160,60,"FV",65,8125,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",7,6,2007,2007,"Gable","CompShg","CemntBd","CmentBd","",NA,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,813,813,"GasA","Ex","Y","SBrkr",822,843,0,1665,0,0,2,1,3,1,"Gd",7,"Typ",0,NA,"Attchd",2007,"RFn",2,562,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,5,2008,"WD ","Normal"
533,528490070,60,"FV",65,8127,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",7,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",410,"Unf",0,402,812,"GasA","Ex","Y","SBrkr",812,841,0,1653,1,0,2,1,3,1,"Gd",6,"Typ",0,NA,"Attchd",2003,"RFn",2,628,"TA","TA","Y",0,45,0,0,0,0,NA,NA,NA,0,3,2009,"WD ","Normal"
666,535383120,30,"RL",60,10800,"Pave","Grvl","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","1Story",3,5,1890,1998,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,630,630,"GasA","TA","Y","FuseA",725,0,0,725,0,0,1,1,1,1,"TA",4,"Typ",0,NA,"Detchd",1959,"Unf",1,320,"TA","TA","Y",0,30,0,0,0,0,NA,NA,NA,0,11,2009,"WD ","Normal"
2075,905376090,20,"RL",NA,17541,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,7,1948,2005,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","Gd","CBlock","TA","Gd","Mn","BLQ",300,"Unf",0,109,409,"GasA","Ex","Y","SBrkr",1325,0,0,1325,0,0,2,0,3,1,"Gd",6,"Typ",1,"TA","Detchd",1996,"Unf",2,576,"TA","TA","Y",0,42,0,0,0,0,NA,NA,NA,0,7,2007,"WD ","Normal"
1142,531382120,20,"RL",65,8125,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","1Story",6,5,1994,1998,"Gable","CompShg","HdBoard","HdBoard","BrkFace",258,"TA","TA","PConc","Gd","TA","No","GLQ",1138,"Unf",0,270,1408,"GasA","Ex","Y","SBrkr",1679,0,0,1679,1,0,2,0,3,1,"Gd",7,"Typ",1,"Fa","Attchd",1994,"RFn",2,575,"TA","TA","Y",224,42,0,0,0,0,NA,NA,NA,0,10,2008,"WD ","Normal"
2508,533212110,160,"FV",24,2544,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","Twnhs","2Story",7,5,2005,2005,"Gable","CompShg","MetalSd","MetalSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,600,600,"GasA","Ex","Y","SBrkr",520,623,80,1223,0,0,2,1,2,1,"Gd",4,"Typ",0,NA,"Detchd",2005,"RFn",2,480,"TA","TA","Y",0,166,0,0,0,0,NA,NA,NA,0,7,2006,"WD ","Normal"
536,531363050,20,"RL",63,7500,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","1Story",6,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1158,1158,"GasA","Ex","Y","SBrkr",1158,0,0,1158,0,0,1,1,3,1,"Gd",5,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"Y",0,50,0,0,0,0,NA,NA,NA,0,8,2009,"WD ","Normal"
2389,528118110,60,"RL",120,13975,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","NridgHt","Norm","Norm","1Fam","2Story",9,5,2005,2006,"Hip","CompShg","VinylSd","VinylSd","BrkFace",525,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,1090,1090,"GasA","Ex","Y","SBrkr",1117,1089,0,2206,0,0,2,1,4,1,"Ex",10,"Typ",1,"Gd","BuiltIn",2005,"Fin",3,670,"TA","TA","Y",148,95,0,0,0,0,NA,NA,NA,0,8,2006,"New","Partial"
1738,528222050,60,"RL",73,8499,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,2006,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,616,616,"GasA","Ex","Y","SBrkr",616,796,0,1412,0,0,2,1,3,1,"Gd",6,"Typ",1,"Gd","BuiltIn",2007,"Fin",2,432,"TA","TA","Y",0,36,0,0,0,0,NA,NA,NA,0,3,2007,"New","Partial"
153,535304180,20,"RL",68,7922,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1953,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","CBlock","TA","TA","No","GLQ",731,"Unf",0,326,1057,"GasA","TA","Y","SBrkr",1057,0,0,1057,1,0,1,0,3,1,"Gd",5,"Typ",0,NA,"Detchd",1953,"Unf",1,246,"TA","TA","Y",0,52,0,0,0,0,NA,NA,NA,0,1,2010,"WD ","Abnorml"
948,914465040,50,"RL",48,12822,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","Mitchel","Norm","Norm","1Fam","1.5Fin",7,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Ex","TA","No","GLQ",1351,"Unf",0,83,1434,"GasA","Ex","Y","SBrkr",1518,631,0,2149,1,0,1,1,1,1,"Gd",6,"Typ",1,"Ex","Attchd",2003,"RFn",2,670,"TA","TA","Y",168,43,0,0,198,0,NA,NA,NA,0,8,2009,"WD ","Abnorml"
2824,908130020,20,"RL",75,8050,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",6,5,2002,2002,"Gable","CompShg","VinylSd","VinylSd","",NA,"TA","TA","PConc","Gd","TA","Av","GLQ",475,"ALQ",297,142,914,"GasA","Ex","Y","SBrkr",914,0,0,914,1,0,1,0,2,1,"Gd",4,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"N",32,0,0,0,0,0,NA,NA,NA,0,4,2006,"WD ","Normal"
1327,902427150,20,"RM",52,8516,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",4,6,1958,2006,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,869,869,"GasA","TA","Y","SBrkr",1093,0,0,1093,0,0,1,0,2,1,"TA",5,"Typ",0,NA,"Detchd",1959,"Unf",1,308,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,5,2008,"WD ","Normal"
2196,909176170,90,"RL",60,10890,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","SWISU","Norm","Norm","Duplex","2Story",5,6,1923,1950,"Hip","CompShg","Wd Sdng","Plywood","None",0,"TA","TA","PConc","TA","TA","Mn","Rec",371,"Unf",0,925,1296,"Grav","Fa","N","FuseA",1296,1296,0,2592,2,0,2,0,6,2,"TA",12,"Min2",0,NA,NA,NA,NA,0,0,NA,NA,"Y",0,742,240,0,0,0,NA,NA,"Shed",1512,1,2007,"WD ","AdjLand"
684,535453100,80,"RL",80,8000,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","SLvl",5,5,1959,1959,"Gable","CompShg","BrkFace","Plywood","None",0,"TA","TA","CBlock","Gd","TA","Av","GLQ",433,"Rec",95,0,528,"GasA","TA","Y","SBrkr",1183,0,0,1183,1,0,1,0,3,1,"TA",6,"Typ",0,NA,"Attchd",1959,"RFn",1,288,"TA","TA","Y",0,0,0,0,0,0,NA,"GdWo",NA,0,7,2009,"WD ","Normal"
2046,904101070,50,"RL",138,18030,"Pave",NA,"IR1","Bnk","AllPub","Inside","Gtl","ClearCr","Norm","Norm","1Fam","1.5Fin",5,6,1946,1994,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Rec",152,"BLQ",469,977,1598,"GasA","TA","Y","SBrkr",1636,971,479,3086,0,0,3,0,3,1,"Ex",12,"Maj1",1,"Gd",NA,NA,NA,0,0,NA,NA,"Y",122,0,0,0,0,0,NA,"MnPrv",NA,0,3,2007,"WD ","Normal"
2482,531452100,120,"RL",50,7175,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","TwnhsE","1Story",6,5,1991,1991,"Gable","CompShg","Plywood","Plywood","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",278,"Unf",0,939,1217,"GasA","Gd","Y","SBrkr",1217,0,0,1217,0,0,2,0,2,1,"Gd",5,"Typ",0,NA,"Attchd",1991,"RFn",2,484,"TA","TA","Y",0,64,0,0,0,0,NA,NA,NA,0,6,2006,"WD ","Normal"
