"","x"
"1372","Laying"
"1373","Laying"
"1374","Laying"
"1375","Laying"
"1376","Laying"
"1377","Laying"
"1378","Laying"
"1379","Laying"
"1380","Laying"
"1381","Laying"
"1382","Laying"
"1383","Laying"
"1384","Laying"
"1385","Laying"
"1386","Laying"
"1387","Laying"
"1388","Laying"
"1389","Laying"
"1390","Laying"
"1391","Laying"
"1392","Laying"
"1393","Laying"
"1394","Laying"
"1395","Laying"
"1396","Laying"
"1397","Walking"
"1398","Walking"
"1399","Walking"
"1400","Walking"
"1401","Walking"
"1402","Walking"
"1403","Walking"
"1404","Walking"
"1405","Walking"
"1406","Walking"
"1407","Walking"
"1408","Walking"
"1409","Walking"
"1410","Walking"
"1411","Walking"
"1412","Walking"
"1413","Walking"
"1414","Walking"
"1415","Walking"
"1416","Walking"
"1417","Walking"
"1418","Walking"
"1419","Walking"
"1420","Walking"
"1421","Walking"
"1422","Walking"
"1423","Walking"
"1424","Walking"
"1425","Walking"
"1426","WalkingDownstairs"
"1427","WalkingDownstairs"
"1428","WalkingDownstairs"
"1429","WalkingDownstairs"
"1430","WalkingDownstairs"
"1431","WalkingDownstairs"
"1432","WalkingDownstairs"
"1433","WalkingDownstairs"
"1434","WalkingDownstairs"
"1435","WalkingDownstairs"
"1436","WalkingDownstairs"
"1437","WalkingDownstairs"
"1438","WalkingDownstairs"
"1439","WalkingDownstairs"
"1440","WalkingDownstairs"
"1441","WalkingDownstairs"
"1442","WalkingDownstairs"
"1443","WalkingDownstairs"
"1444","WalkingDownstairs"
"1445","WalkingDownstairs"
"1446","WalkingDownstairs"
"1447","WalkingDownstairs"
"1448","WalkingDownstairs"
"1449","WalkingDownstairs"
"1450","WalkingDownstairs"
"1451","WalkingUpstairs"
"1452","WalkingUpstairs"
"1453","WalkingUpstairs"
"1454","WalkingUpstairs"
"1455","WalkingUpstairs"
"1456","WalkingUpstairs"
"1457","WalkingUpstairs"
"1458","WalkingUpstairs"
"1459","WalkingUpstairs"
"1460","WalkingUpstairs"
"1461","WalkingUpstairs"
"1462","WalkingUpstairs"
"1463","WalkingUpstairs"
"1464","WalkingUpstairs"
"1465","WalkingUpstairs"
"1466","WalkingUpstairs"
"1467","WalkingUpstairs"
"1468","WalkingUpstairs"
"1469","WalkingUpstairs"
"1470","WalkingUpstairs"
"1471","WalkingUpstairs"
"1472","WalkingUpstairs"
"1473","WalkingUpstairs"
"1474","WalkingUpstairs"
"1475","WalkingUpstairs"
"1476","WalkingUpstairs"
"1477","Standing"
"1478","Standing"
"1479","Standing"
"1480","Standing"
"1481","Standing"
"1482","Standing"
"1483","Standing"
"1484","Standing"
"1485","Standing"
"1486","Standing"
"1487","Standing"
"1488","Standing"
"1489","Standing"
"1490","Standing"
"1491","Standing"
"1492","Standing"
"1493","Standing"
"1494","Standing"
"1495","Standing"
"1496","Standing"
"1497","Standing"
"1498","Standing"
"1499","Standing"
"1500","Standing"
"1501","Standing"
"1502","Sitting"
"1503","Sitting"
"1504","Sitting"
"1505","Sitting"
"1506","Sitting"
"1507","Sitting"
"1508","Sitting"
"1509","Sitting"
"1510","Sitting"
"1511","Sitting"
"1512","Sitting"
"1513","Sitting"
"1514","Sitting"
"1515","Sitting"
"1516","Sitting"
"1517","Sitting"
"1518","Sitting"
"1519","Sitting"
"1520","Sitting"
"1521","Sitting"
"1522","Sitting"
"1523","Sitting"
"1524","Laying"
"1525","Laying"
"1526","Laying"
"1527","Laying"
"1528","Laying"
"1529","Laying"
"1530","Laying"
"1531","Laying"
"1532","Laying"
"1533","Laying"
"1534","Laying"
"1535","Laying"
"1536","Laying"
"1537","Laying"
"1538","Laying"
"1539","Laying"
"1540","Laying"
"1541","Laying"
"1542","Laying"
"1543","Laying"
"1544","Laying"
"1545","Laying"
"1546","Laying"
"1547","Laying"
"1548","Laying"
"1549","Walking"
"1550","Walking"
"1551","Walking"
"1552","Walking"
"1553","Walking"
"1554","Walking"
"1555","Walking"
"1556","Walking"
"1557","Walking"
"1558","Walking"
"1559","Walking"
"1560","Walking"
"1561","Walking"
"1562","Walking"
"1563","Walking"
"1564","Walking"
"1565","Walking"
"1566","Walking"
"1567","Walking"
"1568","Walking"
"1569","Walking"
"1570","Walking"
"1571","Walking"
"1572","Walking"
"1573","Walking"
"1574","Walking"
"1575","Walking"
"1576","Walking"
"1577","WalkingDownstairs"
"1578","WalkingDownstairs"
"1579","WalkingDownstairs"
"1580","WalkingDownstairs"
"1581","WalkingDownstairs"
"1582","WalkingDownstairs"
"1583","WalkingDownstairs"
"1584","WalkingDownstairs"
"1585","WalkingDownstairs"
"1586","WalkingDownstairs"
"1587","WalkingDownstairs"
"1588","WalkingDownstairs"
"1589","WalkingDownstairs"
"1590","WalkingDownstairs"
"1591","WalkingDownstairs"
"1592","WalkingDownstairs"
"1593","WalkingDownstairs"
"1594","WalkingDownstairs"
"1595","WalkingDownstairs"
"1596","WalkingDownstairs"
"1597","WalkingDownstairs"
"1598","WalkingDownstairs"
"1599","WalkingUpstairs"
"1600","WalkingUpstairs"
"1601","WalkingUpstairs"
"1602","WalkingUpstairs"
"1603","WalkingUpstairs"
"1604","WalkingUpstairs"
"1605","WalkingUpstairs"
"1606","WalkingUpstairs"
"1607","WalkingUpstairs"
"1608","WalkingUpstairs"
"1609","WalkingUpstairs"
"1610","WalkingUpstairs"
"1611","WalkingUpstairs"
"1612","WalkingUpstairs"
"1613","WalkingUpstairs"
"1614","WalkingUpstairs"
"1615","WalkingUpstairs"
"1616","WalkingUpstairs"
"1617","WalkingUpstairs"
"1618","WalkingUpstairs"
"1619","WalkingUpstairs"
"1620","WalkingUpstairs"
"1621","WalkingUpstairs"
"1622","WalkingUpstairs"
"1623","WalkingUpstairs"
"1624","Standing"
"1625","Standing"
"1626","Standing"
"1627","Standing"
"1628","Standing"
"1629","Standing"
"1630","Standing"
"1631","Standing"
"1632","Standing"
"1633","Standing"
"1634","Standing"
"1635","Standing"
"1636","Standing"
"1637","Standing"
"1638","Standing"
"1639","Standing"
"1640","Standing"
"1641","Standing"
"1642","Standing"
"1643","Standing"
"1644","Standing"
"1645","Standing"
"1646","Sitting"
"1647","Sitting"
"1648","Sitting"
"1649","Sitting"
"1650","Sitting"
"1651","Sitting"
"1652","Sitting"
"1653","Sitting"
"1654","Sitting"
"1655","Sitting"
"1656","Sitting"
"1657","Sitting"
"1658","Sitting"
"1659","Sitting"
"1660","Sitting"
"1661","Sitting"
"1662","Sitting"
"1663","Sitting"
"1664","Sitting"
"1665","Sitting"
"1666","Sitting"
"1667","Sitting"
"1668","Laying"
"1669","Laying"
"1670","Laying"
"1671","Laying"
"1672","Laying"
"1673","Laying"
"1674","Laying"
"1675","Laying"
"1676","Laying"
"1677","Laying"
"1678","Laying"
"1679","Laying"
"1680","Laying"
"1681","Laying"
"1682","Laying"
"1683","Laying"
"1684","Laying"
"1685","Laying"
"1686","Laying"
"1687","Laying"
"1688","Laying"
"1689","Laying"
"1690","Laying"
"1691","Laying"
"1692","Laying"
"1693","Walking"
"1694","Walking"
"1695","Walking"
"1696","Walking"
"1697","Walking"
"1698","Walking"
"1699","Walking"
"1700","Walking"
"1701","Walking"
"1702","Walking"
"1703","Walking"
"1704","Walking"
"1705","Walking"
"1706","Walking"
"1707","Walking"
"1708","Walking"
"1709","Walking"
"1710","Walking"
"1711","Walking"
"1712","Walking"
"1713","Walking"
"1714","Walking"
"1715","Walking"
"1716","Walking"
"1717","WalkingDownstairs"
"1718","WalkingDownstairs"
"1719","WalkingDownstairs"
"1720","WalkingDownstairs"
"1721","WalkingDownstairs"
"1722","WalkingDownstairs"
"1723","WalkingDownstairs"
"1724","WalkingDownstairs"
"1725","WalkingDownstairs"
"1726","WalkingDownstairs"
"1727","WalkingDownstairs"
"1728","WalkingDownstairs"
"1729","WalkingDownstairs"
"1730","WalkingDownstairs"
"1731","WalkingDownstairs"
"1732","WalkingDownstairs"
"1733","WalkingDownstairs"
"1734","WalkingDownstairs"
"1735","WalkingDownstairs"
"1736","WalkingDownstairs"
"1737","WalkingUpstairs"
"1738","WalkingUpstairs"
"1739","WalkingUpstairs"
"1740","WalkingUpstairs"
"1741","WalkingUpstairs"
"1742","WalkingUpstairs"
"1743","WalkingUpstairs"
"1744","WalkingUpstairs"
"1745","WalkingUpstairs"
"1746","WalkingUpstairs"
"1747","WalkingUpstairs"
"1748","WalkingUpstairs"
"1749","WalkingUpstairs"
"1750","WalkingUpstairs"
"1751","WalkingUpstairs"
"1752","WalkingUpstairs"
"1753","WalkingUpstairs"
"1754","WalkingUpstairs"
"1755","WalkingUpstairs"
"1756","WalkingUpstairs"
"1757","WalkingUpstairs"
"1758","Standing"
"1759","Standing"
"1760","Standing"
"1761","Standing"
"1762","Standing"
"1763","Standing"
"1764","Standing"
"1765","Standing"
"1766","Standing"
"1767","Standing"
"1768","Standing"
"1769","Standing"
"1770","Standing"
"1771","Standing"
"1772","Standing"
"1773","Standing"
"1774","Standing"
"1775","Standing"
"1776","Standing"
"1777","Standing"
"1778","Standing"
"1779","Standing"
"1780","Standing"
"1781","Standing"
"1782","Standing"
"1783","Standing"
"1784","Standing"
"1785","Standing"
"1786","Standing"
"1787","Standing"
"1788","Standing"
"1789","Standing"
"1790","Sitting"
"1791","Sitting"
"1792","Sitting"
"1793","Sitting"
"1794","Sitting"
"1795","Sitting"
"1796","Sitting"
"1797","Sitting"
"1798","Sitting"
"1799","Sitting"
"1800","Sitting"
"1801","Sitting"
"1802","Sitting"
"1803","Sitting"
"1804","Sitting"
"1805","Sitting"
"1806","Sitting"
"1807","Sitting"
"1808","Sitting"
"1809","Sitting"
"1810","Sitting"
"1811","Sitting"
"1812","Sitting"
"1813","Sitting"
"1814","Laying"
"1815","Laying"
"1816","Laying"
"1817","Laying"
"1818","Laying"
"1819","Laying"
"1820","Laying"
"1821","Laying"
"1822","Laying"
"1823","Laying"
"1824","Laying"
"1825","Laying"
"1826","Laying"
"1827","Laying"
"1828","Laying"
"1829","Laying"
"1830","Laying"
"1831","Laying"
"1832","Laying"
"1833","Laying"
"1834","Laying"
"1835","Laying"
"1836","Laying"
"1837","Laying"
"1838","Laying"
"1839","Laying"
"1840","Laying"
"1841","Laying"
"1842","Laying"
"1843","Walking"
"1844","Walking"
"1845","Walking"
"1846","Walking"
"1847","Walking"
"1848","Walking"
"1849","Walking"
"1850","Walking"
"1851","Walking"
"1852","Walking"
"1853","Walking"
"1854","Walking"
"1855","Walking"
"1856","Walking"
"1857","Walking"
"1858","Walking"
"1859","Walking"
"1860","Walking"
"1861","Walking"
"1862","Walking"
"1863","Walking"
"1864","Walking"
"1865","Walking"
"1866","Walking"
"1867","WalkingDownstairs"
"1868","WalkingDownstairs"
"1869","WalkingDownstairs"
"1870","WalkingDownstairs"
"1871","WalkingDownstairs"
"1872","WalkingDownstairs"
"1873","WalkingDownstairs"
"1874","WalkingDownstairs"
"1875","WalkingDownstairs"
"1876","WalkingDownstairs"
"1877","WalkingDownstairs"
"1878","WalkingDownstairs"
"1879","WalkingDownstairs"
"1880","WalkingDownstairs"
"1881","WalkingDownstairs"
"1882","WalkingDownstairs"
"1883","WalkingDownstairs"
"1884","WalkingDownstairs"
"1885","WalkingUpstairs"
"1886","WalkingUpstairs"
"1887","WalkingUpstairs"
"1888","WalkingUpstairs"
"1889","WalkingUpstairs"
"1890","WalkingUpstairs"
"1891","WalkingUpstairs"
"1892","WalkingUpstairs"
"1893","WalkingUpstairs"
"1894","WalkingUpstairs"
"1895","WalkingUpstairs"
"1896","WalkingUpstairs"
"1897","WalkingUpstairs"
"1898","WalkingUpstairs"
"1899","WalkingUpstairs"
"1900","WalkingUpstairs"
"1901","WalkingUpstairs"
"1902","WalkingUpstairs"
"1903","WalkingUpstairs"
"1904","WalkingUpstairs"
"1905","Standing"
"1906","Standing"
"1907","Standing"
"1908","Standing"
"1909","Standing"
"1910","Standing"
"1911","Standing"
"1912","Standing"
"1913","Standing"
"1914","Standing"
"1915","Standing"
"1916","Standing"
"1917","Standing"
"1918","Standing"
"1919","Standing"
"1920","Standing"
"1921","Standing"
"1922","Standing"
"1923","Standing"
"1924","Standing"
"1925","Standing"
"1926","Sitting"
"1927","Sitting"
"1928","Sitting"
"1929","Sitting"
"1930","Sitting"
"1931","Sitting"
"1932","Sitting"
"1933","Sitting"
"1934","Sitting"
"1935","Sitting"
"1936","Sitting"
"1937","Sitting"
"1938","Sitting"
"1939","Sitting"
"1940","Sitting"
"1941","Sitting"
"1942","Sitting"
"1943","Sitting"
"1944","Sitting"
"1945","Sitting"
"1946","Sitting"
"1947","Sitting"
"1948","Sitting"
"1949","Sitting"
"1950","Sitting"
"1951","Sitting"
"1952","Laying"
"1953","Laying"
"1954","Laying"
"1955","Laying"
"1956","Laying"
"1957","Laying"
"1958","Laying"
"1959","Laying"
"1960","Laying"
"1961","Laying"
"1962","Laying"
"1963","Laying"
"1964","Laying"
"1965","Laying"
"1966","Laying"
"1967","Laying"
"1968","Laying"
"1969","Laying"
"1970","Laying"
"1971","Laying"
"1972","Laying"
"1973","Laying"
"1974","Laying"
"1975","Laying"
"1976","Laying"
"1977","Laying"
"1978","Laying"
"1979","Laying"
"1980","Laying"
"1981","Laying"
"1982","Walking"
"1983","Walking"
"1984","Walking"
"1985","Walking"
"1986","Walking"
"1987","Walking"
"1988","Walking"
"1989","Walking"
"1990","Walking"
"1991","Walking"
"1992","Walking"
"1993","Walking"
"1994","Walking"
"1995","Walking"
"1996","Walking"
"1997","Walking"
"1998","Walking"
"1999","Walking"
"2000","Walking"
"2001","Walking"
"2002","Walking"
"2003","Walking"
"2004","Walking"
"2005","Walking"
"2006","Walking"
"2007","Walking"
"2008","Walking"
"2009","Walking"
"2010","Walking"
"2011","WalkingDownstairs"
"2012","WalkingDownstairs"
"2013","WalkingDownstairs"
"2014","WalkingDownstairs"
"2015","WalkingDownstairs"
"2016","WalkingDownstairs"
"2017","WalkingDownstairs"
"2018","WalkingDownstairs"
"2019","WalkingDownstairs"
"2020","WalkingDownstairs"
"2021","WalkingDownstairs"
"2022","WalkingDownstairs"
"2023","WalkingDownstairs"
"2024","WalkingDownstairs"
"2025","WalkingDownstairs"
"2026","WalkingDownstairs"
"2027","WalkingDownstairs"
"2028","WalkingDownstairs"
"2029","WalkingDownstairs"
"2030","WalkingDownstairs"
"2031","WalkingDownstairs"
"2032","WalkingDownstairs"
"2033","WalkingUpstairs"
"2034","WalkingUpstairs"
"2035","WalkingUpstairs"
"2036","WalkingUpstairs"
"2037","WalkingUpstairs"
"2038","WalkingUpstairs"
"2039","WalkingUpstairs"
"2040","WalkingUpstairs"
"2041","WalkingUpstairs"
"2042","WalkingUpstairs"
"2043","WalkingUpstairs"
"2044","WalkingUpstairs"
"2045","WalkingUpstairs"
"2046","WalkingUpstairs"
"2047","WalkingUpstairs"
"2048","WalkingUpstairs"
"2049","WalkingUpstairs"
"2050","WalkingUpstairs"
"2051","WalkingUpstairs"
"2052","WalkingUpstairs"
"2053","WalkingUpstairs"
"2054","WalkingUpstairs"
"2055","WalkingUpstairs"
"2056","WalkingUpstairs"
"2057","WalkingUpstairs"
"2058","WalkingUpstairs"
"2059","Standing"
"2060","Standing"
"2061","Standing"
"2062","Standing"
"2063","Standing"
"2064","Standing"
"2065","Standing"
"2066","Standing"
"2067","Standing"
"2068","Standing"
"2069","Standing"
"2070","Standing"
"2071","Standing"
"2072","Standing"
"2073","Standing"
"2074","Standing"
"2075","Standing"
"2076","Standing"
"2077","Standing"
"2078","Standing"
"2079","Standing"
"2080","Standing"
"2081","Standing"
"2082","Standing"
"2083","Standing"
"2084","Standing"
"2085","Sitting"
"2086","Sitting"
"2087","Sitting"
"2088","Sitting"
"2089","Sitting"
"2090","Sitting"
"2091","Sitting"
"2092","Sitting"
"2093","Sitting"
"2094","Sitting"
"2095","Sitting"
"2096","Sitting"
"2097","Sitting"
"2098","Sitting"
"2099","Sitting"
"2100","Sitting"
"2101","Sitting"
"2102","Sitting"
"2103","Sitting"
"2104","Sitting"
"2105","Sitting"
"2106","Sitting"
"2107","Sitting"
"2108","Sitting"
"2109","Sitting"
"2110","Sitting"
"2111","Sitting"
"2112","Laying"
"2113","Laying"
"2114","Laying"
"2115","Laying"
"2116","Laying"
"2117","Laying"
"2118","Laying"
"2119","Laying"
"2120","Laying"
"2121","Laying"
"2122","Laying"
"2123","Laying"
"2124","Laying"
"2125","Laying"
"2126","Laying"
"2127","Laying"
"2128","Laying"
"2129","Laying"
"2130","Laying"
"2131","Laying"
"2132","Laying"
"2133","Laying"
"2134","Laying"
"2135","Laying"
"2136","Laying"
"2137","Laying"
"2138","Laying"
"2139","Walking"
"2140","Walking"
"2141","Walking"
"2142","Walking"
"2143","Walking"
"2144","Walking"
"2145","Walking"
"2146","Walking"
"2147","Walking"
"2148","Walking"
"2149","Walking"
"2150","Walking"
"2151","Walking"
"2152","Walking"
"2153","Walking"
"2154","Walking"
"2155","Walking"
"2156","Walking"
"2157","Walking"
"2158","Walking"
"2159","Walking"
"2160","Walking"
"2161","Walking"
"2162","Walking"
"2163","Walking"
"2164","Walking"
"2165","Walking"
"2166","Walking"
"2167","Walking"
"2168","Walking"
"2169","WalkingDownstairs"
"2170","WalkingDownstairs"
"2171","WalkingDownstairs"
"2172","WalkingDownstairs"
"2173","WalkingDownstairs"
"2174","WalkingDownstairs"
"2175","WalkingDownstairs"
"2176","WalkingDownstairs"
"2177","WalkingDownstairs"
"2178","WalkingDownstairs"
"2179","WalkingDownstairs"
"2180","WalkingDownstairs"
"2181","WalkingDownstairs"
"2182","WalkingDownstairs"
"2183","WalkingDownstairs"
"2184","WalkingDownstairs"
"2185","WalkingDownstairs"
"2186","WalkingDownstairs"
"2187","WalkingDownstairs"
"2188","WalkingDownstairs"
"2189","WalkingDownstairs"
"2190","WalkingDownstairs"
"2191","WalkingDownstairs"
"2192","WalkingDownstairs"
"2193","WalkingUpstairs"
"2194","WalkingUpstairs"
"2195","WalkingUpstairs"
"2196","WalkingUpstairs"
"2197","WalkingUpstairs"
"2198","WalkingUpstairs"
"2199","WalkingUpstairs"
"2200","WalkingUpstairs"
"2201","WalkingUpstairs"
"2202","WalkingUpstairs"
"2203","WalkingUpstairs"
"2204","WalkingUpstairs"
"2205","WalkingUpstairs"
"2206","WalkingUpstairs"
"2207","WalkingUpstairs"
"2208","WalkingUpstairs"
"2209","WalkingUpstairs"
"2210","WalkingUpstairs"
"2211","WalkingUpstairs"
"2212","WalkingUpstairs"
"2213","WalkingUpstairs"
"2214","WalkingUpstairs"
"2215","WalkingUpstairs"
"2216","WalkingUpstairs"
"2217","WalkingUpstairs"
"2218","WalkingUpstairs"
"2219","WalkingUpstairs"
"2220","WalkingUpstairs"
"2221","Standing"
"2222","Standing"
"2223","Standing"
"2224","Standing"
"2225","Standing"
"2226","Standing"
"2227","Standing"
"2228","Standing"
"2229","Standing"
"2230","Standing"
"2231","Standing"
"2232","Standing"
"2233","Standing"
"2234","Standing"
"2235","Standing"
"2236","Standing"
"2237","Standing"
"2238","Standing"
"2239","Standing"
"2240","Standing"
"2241","Standing"
"2242","Standing"
"2243","Standing"
"2244","Standing"
"2245","Standing"
"2246","Standing"
"2247","Standing"
"2248","Standing"
"2249","Standing"
"2250","Standing"
"2251","Sitting"
"2252","Sitting"
"2253","Sitting"
"2254","Sitting"
"2255","Sitting"
"2256","Sitting"
"2257","Sitting"
"2258","Sitting"
"2259","Sitting"
"2260","Sitting"
"2261","Sitting"
"2262","Sitting"
"2263","Sitting"
"2264","Sitting"
"2265","Sitting"
"2266","Sitting"
"2267","Sitting"
"2268","Sitting"
"2269","Sitting"
"2270","Sitting"
"2271","Sitting"
"2272","Sitting"
"2273","Sitting"
"2274","Sitting"
"2275","Sitting"
"2276","Sitting"
"2277","Laying"
"2278","Laying"
"2279","Laying"
"2280","Laying"
"2281","Laying"
"2282","Laying"
"2283","Laying"
"2284","Laying"
"2285","Laying"
"2286","Laying"
"2287","Laying"
"2288","Laying"
"2289","Laying"
"2290","Laying"
"2291","Laying"
"2292","Laying"
"2293","Laying"
"2294","Laying"
"2295","Laying"
"2296","Laying"
"2297","Laying"
"2298","Laying"
"2299","Laying"
"2300","Laying"
"2301","Laying"
"2302","Walking"
"2303","Walking"
"2304","Walking"
"2305","Walking"
"2306","Walking"
"2307","Walking"
"2308","Walking"
"2309","Walking"
"2310","Walking"
"2311","Walking"
"2312","Walking"
"2313","Walking"
"2314","Walking"
"2315","Walking"
"2316","Walking"
"2317","Walking"
"2318","Walking"
"2319","Walking"
"2320","Walking"
"2321","Walking"
"2322","Walking"
"2323","Walking"
"2324","Walking"
"2325","Walking"
"2326","Walking"
"2327","Walking"
"2328","Walking"
"2329","Walking"
"2330","Walking"
"2331","Walking"
"2332","WalkingDownstairs"
"2333","WalkingDownstairs"
"2334","WalkingDownstairs"
"2335","WalkingDownstairs"
"2336","WalkingDownstairs"
"2337","WalkingDownstairs"
"2338","WalkingDownstairs"
"2339","WalkingDownstairs"
"2340","WalkingDownstairs"
"2341","WalkingDownstairs"
"2342","WalkingDownstairs"
"2343","WalkingDownstairs"
"2344","WalkingDownstairs"
"2345","WalkingDownstairs"
"2346","WalkingDownstairs"
"2347","WalkingDownstairs"
"2348","WalkingDownstairs"
"2349","WalkingDownstairs"
"2350","WalkingDownstairs"
"2351","WalkingDownstairs"
"2352","WalkingDownstairs"
"2353","WalkingDownstairs"
"2354","WalkingDownstairs"
"2355","WalkingDownstairs"
"2356","WalkingUpstairs"
"2357","WalkingUpstairs"
"2358","WalkingUpstairs"
"2359","WalkingUpstairs"
"2360","WalkingUpstairs"
"2361","WalkingUpstairs"
"2362","WalkingUpstairs"
"2363","WalkingUpstairs"
"2364","WalkingUpstairs"
"2365","WalkingUpstairs"
"2366","WalkingUpstairs"
"2367","WalkingUpstairs"
"2368","WalkingUpstairs"
"2369","WalkingUpstairs"
"2370","WalkingUpstairs"
"2371","WalkingUpstairs"
"2372","WalkingUpstairs"
"2373","WalkingUpstairs"
"2374","WalkingUpstairs"
"2375","WalkingUpstairs"
"2376","WalkingUpstairs"
"2377","WalkingUpstairs"
"2378","WalkingUpstairs"
"2379","WalkingUpstairs"
"2380","WalkingUpstairs"
"2381","WalkingUpstairs"
"2382","WalkingUpstairs"
"2383","Standing"
"2384","Standing"
"2385","Standing"
"2386","Standing"
"2387","Standing"
"2388","Standing"
"2389","Standing"
"2390","Standing"
"2391","Standing"
"2392","Standing"
"2393","Standing"
"2394","Standing"
"2395","Standing"
"2396","Standing"
"2397","Standing"
"2398","Standing"
"2399","Standing"
"2400","Standing"
"2401","Standing"
"2402","Standing"
"2403","Standing"
"2404","Standing"
"2405","Standing"
"2406","Standing"
"2407","Standing"
"2408","Standing"
"2409","Standing"
"2410","Standing"
"2411","Standing"
"2412","Standing"
"2413","Sitting"
"2414","Sitting"
"2415","Sitting"
"2416","Sitting"
"2417","Sitting"
"2418","Sitting"
"2419","Sitting"
"2420","Sitting"
"2421","Sitting"
"2422","Sitting"
"2423","Sitting"
"2424","Sitting"
"2425","Sitting"
"2426","Sitting"
"2427","Sitting"
"2428","Sitting"
"2429","Sitting"
"2430","Sitting"
"2431","Sitting"
"2432","Sitting"
"2433","Sitting"
"2434","Sitting"
"2435","Sitting"
"2436","Sitting"
"2437","Sitting"
"2438","Sitting"
"2439","Sitting"
"2440","Sitting"
"2441","Laying"
"2442","Laying"
"2443","Laying"
"2444","Laying"
"2445","Laying"
"2446","Laying"
"2447","Laying"
"2448","Laying"
"2449","Laying"
"2450","Laying"
"2451","Laying"
"2452","Laying"
"2453","Laying"
"2454","Laying"
"2455","Laying"
"2456","Laying"
"2457","Laying"
"2458","Laying"
"2459","Laying"
"2460","Laying"
"2461","Laying"
"2462","Laying"
"2463","Laying"
"2464","Laying"
"2465","Laying"
"2466","Laying"
"2467","Walking"
"2468","Walking"
"2469","Walking"
"2470","Walking"
"2471","Walking"
"2472","Walking"
"2473","Walking"
"2474","Walking"
"2475","Walking"
"2476","Walking"
"2477","Walking"
"2478","Walking"
"2479","Walking"
"2480","Walking"
"2481","Walking"
"2482","Walking"
"2483","Walking"
"2484","Walking"
"2485","Walking"
"2486","Walking"
"2487","Walking"
"2488","Walking"
"2489","Walking"
"2490","Walking"
"2491","Walking"
"2492","Walking"
"2493","Walking"
"2494","Walking"
"2495","Walking"
"2496","WalkingDownstairs"
"2497","WalkingDownstairs"
"2498","WalkingDownstairs"
"2499","WalkingDownstairs"
"2500","WalkingDownstairs"
"2501","WalkingDownstairs"
"2502","WalkingDownstairs"
"2503","WalkingDownstairs"
"2504","WalkingDownstairs"
"2505","WalkingDownstairs"
"2506","WalkingDownstairs"
"2507","WalkingDownstairs"
"2508","WalkingDownstairs"
"2509","WalkingDownstairs"
"2510","WalkingDownstairs"
"2511","WalkingDownstairs"
"2512","WalkingDownstairs"
"2513","WalkingDownstairs"
"2514","WalkingDownstairs"
"2515","WalkingDownstairs"
"2516","WalkingDownstairs"
"2517","WalkingUpstairs"
"2518","WalkingUpstairs"
"2519","WalkingUpstairs"
"2520","WalkingUpstairs"
"2521","WalkingUpstairs"
"2522","WalkingUpstairs"
"2523","WalkingUpstairs"
"2524","WalkingUpstairs"
"2525","WalkingUpstairs"
"2526","WalkingUpstairs"
"2527","WalkingUpstairs"
"2528","WalkingUpstairs"
"2529","WalkingUpstairs"
"2530","WalkingUpstairs"
"2531","WalkingUpstairs"
"2532","WalkingUpstairs"
"2533","WalkingUpstairs"
"2534","WalkingUpstairs"
"2535","WalkingUpstairs"
"2536","WalkingUpstairs"
"2537","WalkingUpstairs"
"2538","WalkingUpstairs"
"2539","WalkingUpstairs"
"2540","WalkingUpstairs"
"2541","WalkingUpstairs"
"2542","WalkingUpstairs"
"2543","WalkingUpstairs"
"2544","Standing"
"2545","Standing"
"2546","Standing"
"2547","Standing"
"2548","Standing"
"2549","Standing"
"2550","Standing"
"2551","Standing"
"2552","Standing"
"2553","Standing"
"2554","Standing"
"2555","Standing"
"2556","Standing"
"2557","Standing"
"2558","Standing"
"2559","Standing"
"2560","Standing"
"2561","Standing"
"2562","Standing"
"2563","Standing"
"2564","Standing"
"2565","Standing"
"2566","Standing"
"2567","Standing"
"2568","Standing"
"2569","Standing"
"2570","Standing"
"2571","Sitting"
"2572","Sitting"
"2573","Sitting"
"2574","Sitting"
"2575","Sitting"
"2576","Sitting"
"2577","Sitting"
"2578","Sitting"
"2579","Sitting"
"2580","Sitting"
"2581","Sitting"
"2582","Sitting"
"2583","Sitting"
"2584","Sitting"
"2585","Sitting"
"2586","Sitting"
"2587","Sitting"
"2588","Sitting"
"2589","Sitting"
"2590","Sitting"
"2591","Sitting"
"2592","Sitting"
"2593","Sitting"
"2594","Sitting"
"2595","Sitting"
"2596","Sitting"
"2597","Sitting"
"2598","Laying"
"2599","Laying"
"2600","Laying"
"2601","Laying"
"2602","Laying"
"2603","Laying"
"2604","Laying"
"2605","Laying"
"2606","Laying"
"2607","Laying"
"2608","Laying"
"2609","Laying"
"2610","Laying"
"2611","Laying"
"2612","Laying"
"2613","Laying"
"2614","Laying"
"2615","Laying"
"2616","Laying"
"2617","Laying"
"2618","Laying"
"2619","Laying"
"2620","Laying"
"2621","Laying"
"2622","Laying"
"2623","Laying"
"2624","Laying"
"2625","Laying"
"2626","Laying"
"2627","Laying"
"2628","Laying"
"2629","Laying"
"2630","Laying"
"2631","Laying"
"2632","Walking"
"2633","Walking"
"2634","Walking"
"2635","Walking"
"2636","Walking"
"2637","Walking"
"2638","Walking"
"2639","Walking"
"2640","Walking"
"2641","Walking"
"2642","Walking"
"2643","Walking"
"2644","Walking"
"2645","Walking"
"2646","Walking"
"2647","Walking"
"2648","Walking"
"2649","Walking"
"2650","Walking"
"2651","Walking"
"2652","Walking"
